--- Parsing VGM: console_player/music/if-fmt_version_1/03_Scenario_Intro.vgm ---
VGM Version: 0x171
Data Start Offset: 0x100

Time (s)  | Offset(h) | Command
10.5633   | 00004C4E  | 52: YM2612 P0 (reg: 0x55, val: 0x1F)
10.5633   | 00004C51  | 52: YM2612 P0 (reg: 0x59, val: 0x1F)
10.5633   | 00004C54  | 61: WAIT
10.5633   | 00004C57  | 52: YM2612 P0 (reg: 0x5D, val: 0x1F)
10.5633   | 00004C5A  | 52: YM2612 P0 (reg: 0x61, val: 0x00)
10.5633   | 00004C5D  | 52: YM2612 P0 (reg: 0x65, val: 0x00)
10.5633   | 00004C60  | 61: WAIT
10.5633   | 00004C63  | 52: YM2612 P0 (reg: 0x69, val: 0x13)
10.5633   | 00004C66  | 52: YM2612 P0 (reg: 0x6D, val: 0x15)
10.5633   | 00004C69  | 61: WAIT
10.5634   | 00004C6C  | 52: YM2612 P0 (reg: 0x71, val: 0x00)
10.5634   | 00004C6F  | 52: YM2612 P0 (reg: 0x75, val: 0x00)
10.5634   | 00004C72  | 61: WAIT
10.5634   | 00004C75  | 52: YM2612 P0 (reg: 0x79, val: 0x04)
10.5634   | 00004C78  | 52: YM2612 P0 (reg: 0x7D, val: 0x0A)
10.5634   | 00004C7B  | 61: WAIT
10.5634   | 00004C7E  | 52: YM2612 P0 (reg: 0x81, val: 0x0F)
10.5634   | 00004C81  | 52: YM2612 P0 (reg: 0x85, val: 0x0F)
10.5634   | 00004C84  | 52: YM2612 P0 (reg: 0x89, val: 0x3F)
10.5634   | 00004C87  | 61: WAIT
10.5634   | 00004C8A  | 52: YM2612 P0 (reg: 0x8D, val: 0x3F)
10.5634   | 00004C8D  | 52: YM2612 P0 (reg: 0x41, val: 0x00)
10.5634   | 00004C90  | 61: WAIT
10.5634   | 00004C93  | 52: YM2612 P0 (reg: 0x45, val: 0x05)
10.5634   | 00004C96  | 52: YM2612 P0 (reg: 0x49, val: 0x19)
10.5634   | 00004C99  | 61: WAIT
10.5635   | 00004C9C  | 52: YM2612 P0 (reg: 0x4D, val: 0x1E)
10.5635   | 00004C9F  | 52: YM2612 P0 (reg: 0xA5, val: 0x24)
10.5635   | 00004CA2  | 61: WAIT
10.5635   | 00004CA5  | 52: YM2612 P0 (reg: 0xA1, val: 0x4E)
10.5635   | 00004CA8  | 52: YM2612 P0 (reg: 0x28, val: 0x01)
10.5635   | 00004CAB  | 61: WAIT
10.5635   | 00004CAE  | 52: YM2612 P0 (reg: 0x28, val: 0xF1)
10.5635   | 00004CB1  | 52: YM2612 P0 (reg: 0x4D, val: 0x1E)
10.5635   | 00004CB4  | 61: WAIT
10.5635   | 00004CB7  | 52: YM2612 P0 (reg: 0xA6, val: 0x1B)
10.5635   | 00004CBA  | 52: YM2612 P0 (reg: 0xA2, val: 0x6A)
10.5635   | 00004CBD  | 61: WAIT
10.5636   | 00004CC0  | 52: YM2612 P0 (reg: 0x28, val: 0x02)
10.5636   | 00004CC3  | 52: YM2612 P0 (reg: 0x28, val: 0xF2)
10.5636   | 00004CC6  | 61: WAIT
10.5636   | 00004CC9  | 52: YM2612 P0 (reg: 0x4E, val: 0x1C)
10.5636   | 00004CCC  | 53: YM2612 P1 (reg: 0xA5, val: 0x1B)
10.5636   | 00004CCF  | 61: WAIT
10.5636   | 00004CD2  | 53: YM2612 P1 (reg: 0xA1, val: 0x0B)
10.5636   | 00004CD5  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
10.5636   | 00004CD8  | 61: WAIT
10.5637   | 00004CDB  | 52: YM2612 P0 (reg: 0x28, val: 0xF5)
10.5637   | 00004CDE  | 61: WAIT
10.5638   | 00004CE1  | 53: YM2612 P1 (reg: 0x41, val: 0x2E)
10.5638   | 00004CE4  | 61: WAIT
10.5638   | 00004CE7  | 53: YM2612 P1 (reg: 0x45, val: 0x2E)
10.5638   | 00004CEA  | 53: YM2612 P1 (reg: 0x49, val: 0x2E)
10.5638   | 00004CED  | 61: WAIT
10.5639   | 00004CF0  | 53: YM2612 P1 (reg: 0x4D, val: 0x2E)
10.5639   | 00004CF3  | 53: YM2612 P1 (reg: 0xA6, val: 0x14)
10.5639   | 00004CF6  | 61: WAIT
10.5639   | 00004CF9  | 53: YM2612 P1 (reg: 0xA2, val: 0x8F)
10.5639   | 00004CFC  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
10.5639   | 00004CFF  | 52: YM2612 P0 (reg: 0x28, val: 0xF6)
10.5639   | 00004D02  | 61: WAIT
10.5639   | 00004D05  | 53: YM2612 P1 (reg: 0x42, val: 0x2E)
10.5639   | 00004D08  | 53: YM2612 P1 (reg: 0x46, val: 0x2E)
10.5639   | 00004D0B  | 61: WAIT
10.5639   | 00004D0E  | 53: YM2612 P1 (reg: 0x4A, val: 0x2E)
10.5639   | 00004D11  | 53: YM2612 P1 (reg: 0x4E, val: 0x2E)
10.5639   | 00004D14  | 61: WAIT
10.5879   | 00004D17  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.5879   | 00004D1A  | 61: WAIT
10.5879   | 00004D1D  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.5879   | 00004D20  | 52: YM2612 P0 (reg: 0xA4, val: 0x23)
10.5879   | 00004D23  | 61: WAIT
10.5880   | 00004D26  | 52: YM2612 P0 (reg: 0xA0, val: 0x4B)
10.5880   | 00004D29  | 61: WAIT
10.6127   | 00004D2C  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.6127   | 00004D2F  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.6127   | 00004D32  | 61: WAIT
10.6127   | 00004D35  | 52: YM2612 P0 (reg: 0xA4, val: 0x23)
10.6127   | 00004D38  | 52: YM2612 P0 (reg: 0xA0, val: 0x53)
10.6127   | 00004D3B  | 61: WAIT
10.6127   | 00004D3E  | 52: YM2612 P0 (reg: 0x28, val: 0x01)
10.6127   | 00004D41  | 52: YM2612 P0 (reg: 0x28, val: 0x02)
10.6127   | 00004D44  | 61: WAIT
10.6128   | 00004D47  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
10.6128   | 00004D4A  | 61: WAIT
10.6128   | 00004D4D  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
10.6128   | 00004D50  | 61: WAIT
10.6375   | 00004D53  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.6375   | 00004D56  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.6375   | 00004D59  | 61: WAIT
10.6375   | 00004D5C  | 52: YM2612 P0 (reg: 0xA4, val: 0x23)
10.6375   | 00004D5F  | 52: YM2612 P0 (reg: 0xA0, val: 0x5B)
10.6375   | 00004D62  | 61: WAIT
10.6622   | 00004D65  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.6622   | 00004D68  | 61: WAIT
10.6623   | 00004D6B  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.6623   | 00004D6E  | 61: WAIT
10.6623   | 00004D71  | 52: YM2612 P0 (reg: 0x44, val: 0x22)
10.6623   | 00004D74  | 52: YM2612 P0 (reg: 0x48, val: 0x22)
10.6623   | 00004D77  | 52: YM2612 P0 (reg: 0x4C, val: 0x22)
10.6623   | 00004D7A  | 61: WAIT
10.6623   | 00004D7D  | 52: YM2612 P0 (reg: 0xA4, val: 0x23)
10.6623   | 00004D80  | 52: YM2612 P0 (reg: 0xA0, val: 0x6A)
10.6623   | 00004D83  | 61: WAIT
10.6623   | 00004D86  | 52: YM2612 P0 (reg: 0xB1, val: 0x3C)
10.6623   | 00004D89  | 52: YM2612 P0 (reg: 0x31, val: 0x0C)
10.6623   | 00004D8C  | 61: WAIT
10.6624   | 00004D8F  | 52: YM2612 P0 (reg: 0x35, val: 0x01)
10.6624   | 00004D92  | 52: YM2612 P0 (reg: 0x39, val: 0x00)
10.6624   | 00004D95  | 61: WAIT
10.6624   | 00004D98  | 52: YM2612 P0 (reg: 0x3D, val: 0x00)
10.6624   | 00004D9B  | 52: YM2612 P0 (reg: 0x51, val: 0x1F)
10.6624   | 00004D9E  | 61: WAIT
10.6624   | 00004DA1  | 52: YM2612 P0 (reg: 0x55, val: 0x5F)
10.6624   | 00004DA4  | 52: YM2612 P0 (reg: 0x59, val: 0x1F)
10.6624   | 00004DA7  | 61: WAIT
10.6624   | 00004DAA  | 52: YM2612 P0 (reg: 0x5D, val: 0x5F)
10.6624   | 00004DAD  | 52: YM2612 P0 (reg: 0x61, val: 0x00)
10.6624   | 00004DB0  | 52: YM2612 P0 (reg: 0x65, val: 0x00)
10.6624   | 00004DB3  | 61: WAIT
10.6624   | 00004DB6  | 52: YM2612 P0 (reg: 0x69, val: 0x0F)
10.6624   | 00004DB9  | 52: YM2612 P0 (reg: 0x6D, val: 0x15)
10.6624   | 00004DBC  | 61: WAIT
10.6625   | 00004DBF  | 52: YM2612 P0 (reg: 0x71, val: 0x00)
10.6625   | 00004DC2  | 52: YM2612 P0 (reg: 0x75, val: 0x1B)
10.6625   | 00004DC5  | 61: WAIT
10.6625   | 00004DC8  | 52: YM2612 P0 (reg: 0x79, val: 0x15)
10.6625   | 00004DCB  | 52: YM2612 P0 (reg: 0x7D, val: 0x10)
10.6625   | 00004DCE  | 61: WAIT
10.6625   | 00004DD1  | 52: YM2612 P0 (reg: 0x81, val: 0x0F)
10.6625   | 00004DD4  | 52: YM2612 P0 (reg: 0x85, val: 0x0F)
10.6625   | 00004DD7  | 52: YM2612 P0 (reg: 0x89, val: 0xAF)
10.6625   | 00004DDA  | 61: WAIT
10.6625   | 00004DDD  | 52: YM2612 P0 (reg: 0x8D, val: 0x1F)
10.6625   | 00004DE0  | 52: YM2612 P0 (reg: 0x41, val: 0x07)
10.6625   | 00004DE3  | 61: WAIT
10.6626   | 00004DE6  | 52: YM2612 P0 (reg: 0x45, val: 0x06)
10.6626   | 00004DE9  | 52: YM2612 P0 (reg: 0x49, val: 0x1E)
10.6626   | 00004DEC  | 61: WAIT
10.6626   | 00004DEF  | 52: YM2612 P0 (reg: 0x4D, val: 0x1E)
10.6626   | 00004DF2  | 52: YM2612 P0 (reg: 0xA5, val: 0x12)
10.6626   | 00004DF5  | 61: WAIT
10.6626   | 00004DF8  | 52: YM2612 P0 (reg: 0xA1, val: 0xDF)
10.6626   | 00004DFB  | 52: YM2612 P0 (reg: 0x28, val: 0x01)
10.6626   | 00004DFE  | 61: WAIT
10.6626   | 00004E01  | 52: YM2612 P0 (reg: 0x28, val: 0xF1)
10.6626   | 00004E04  | 52: YM2612 P0 (reg: 0x49, val: 0x1A)
10.6626   | 00004E07  | 61: WAIT
10.6627   | 00004E0A  | 52: YM2612 P0 (reg: 0x4D, val: 0x1A)
10.6627   | 00004E0D  | 52: YM2612 P0 (reg: 0x28, val: 0x02)
10.6627   | 00004E10  | 61: WAIT
10.6627   | 00004E13  | 53: YM2612 P1 (reg: 0xA4, val: 0x23)
10.6627   | 00004E16  | 61: WAIT
10.6627   | 00004E19  | 53: YM2612 P1 (reg: 0xA0, val: 0x0F)
10.6627   | 00004E1C  | 52: YM2612 P0 (reg: 0x28, val: 0x04)
10.6627   | 00004E1F  | 52: YM2612 P0 (reg: 0x28, val: 0xF4)
10.6627   | 00004E22  | 61: WAIT
10.6627   | 00004E25  | 53: YM2612 P1 (reg: 0x44, val: 0x2C)
10.6627   | 00004E28  | 53: YM2612 P1 (reg: 0x48, val: 0x2C)
10.6627   | 00004E2B  | 61: WAIT
10.6627   | 00004E2E  | 53: YM2612 P1 (reg: 0x4C, val: 0x2C)
10.6627   | 00004E31  | 53: YM2612 P1 (reg: 0xA5, val: 0x1B)
10.6627   | 00004E34  | 61: WAIT
10.6628   | 00004E37  | 53: YM2612 P1 (reg: 0xA1, val: 0x0B)
10.6628   | 00004E3A  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
10.6628   | 00004E3D  | 61: WAIT
10.6628   | 00004E40  | 52: YM2612 P0 (reg: 0x28, val: 0xF5)
10.6628   | 00004E43  | 53: YM2612 P1 (reg: 0x41, val: 0x7F)
10.6628   | 00004E46  | 61: WAIT
10.6628   | 00004E49  | 53: YM2612 P1 (reg: 0x45, val: 0x7F)
10.6628   | 00004E4C  | 53: YM2612 P1 (reg: 0x49, val: 0x7F)
10.6628   | 00004E4F  | 61: WAIT
10.6628   | 00004E52  | 53: YM2612 P1 (reg: 0x4D, val: 0x7F)
10.6628   | 00004E55  | 53: YM2612 P1 (reg: 0xA6, val: 0x14)
10.6628   | 00004E58  | 61: WAIT
10.6629   | 00004E5B  | 53: YM2612 P1 (reg: 0xA2, val: 0x8F)
10.6629   | 00004E5E  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
10.6629   | 00004E61  | 61: WAIT
10.6629   | 00004E64  | 52: YM2612 P0 (reg: 0x28, val: 0xF6)
10.6629   | 00004E67  | 53: YM2612 P1 (reg: 0x42, val: 0x7F)
10.6629   | 00004E6A  | 61: WAIT
10.6629   | 00004E6D  | 53: YM2612 P1 (reg: 0x46, val: 0x7F)
10.6629   | 00004E70  | 53: YM2612 P1 (reg: 0x4A, val: 0x7F)
10.6629   | 00004E73  | 61: WAIT
10.6629   | 00004E76  | 53: YM2612 P1 (reg: 0x4E, val: 0x7F)
10.6629   | 00004E79  | 61: WAIT
10.6871   | 00004E7C  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.6871   | 00004E7F  | 61: WAIT
10.6871   | 00004E82  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.6871   | 00004E85  | 61: WAIT
10.7120   | 00004E88  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.7120   | 00004E8B  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.7120   | 00004E8E  | 61: WAIT
10.7120   | 00004E91  | 53: YM2612 P1 (reg: 0xA4, val: 0x23)
10.7120   | 00004E94  | 61: WAIT
10.7120   | 00004E97  | 53: YM2612 P1 (reg: 0xA0, val: 0x17)
10.7120   | 00004E9A  | 61: WAIT
10.7366   | 00004E9D  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.7366   | 00004EA0  | 61: WAIT
10.7366   | 00004EA3  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.7366   | 00004EA6  | 61: WAIT
10.7366   | 00004EA9  | 53: YM2612 P1 (reg: 0xA4, val: 0x23)
10.7366   | 00004EAC  | 53: YM2612 P1 (reg: 0xA0, val: 0x1F)
10.7366   | 00004EAF  | 61: WAIT
10.7613   | 00004EB2  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.7613   | 00004EB5  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.7613   | 00004EB8  | 61: WAIT
10.7614   | 00004EBB  | 53: YM2612 P1 (reg: 0xA4, val: 0x23)
10.7614   | 00004EBE  | 61: WAIT
10.7614   | 00004EC1  | 53: YM2612 P1 (reg: 0xA0, val: 0x27)
10.7614   | 00004EC4  | 61: WAIT
10.7861   | 00004EC7  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.7861   | 00004ECA  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.7861   | 00004ECD  | 61: WAIT
10.7862   | 00004ED0  | 53: YM2612 P1 (reg: 0xA4, val: 0x23)
10.7862   | 00004ED3  | 53: YM2612 P1 (reg: 0xA0, val: 0x2F)
10.7862   | 00004ED6  | 61: WAIT
10.8109   | 00004ED9  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.8109   | 00004EDC  | 61: WAIT
10.8109   | 00004EDF  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.8109   | 00004EE2  | 52: YM2612 P0 (reg: 0x28, val: 0x00)
10.8109   | 00004EE5  | 61: WAIT
10.8109   | 00004EE8  | 53: YM2612 P1 (reg: 0xA4, val: 0x23)
10.8109   | 00004EEB  | 53: YM2612 P1 (reg: 0xA0, val: 0x37)
10.8109   | 00004EEE  | 61: WAIT
10.8110   | 00004EF1  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
10.8110   | 00004EF4  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
10.8110   | 00004EF7  | 61: WAIT
10.8357   | 00004EFA  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.8357   | 00004EFD  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.8357   | 00004F00  | 61: WAIT
10.8357   | 00004F03  | 53: YM2612 P1 (reg: 0xA4, val: 0x23)
10.8357   | 00004F06  | 61: WAIT
10.8357   | 00004F09  | 53: YM2612 P1 (reg: 0xA0, val: 0x3F)
10.8357   | 00004F0C  | 61: WAIT
10.8604   | 00004F0F  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.8604   | 00004F12  | 61: WAIT
10.8605   | 00004F15  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.8605   | 00004F18  | 52: YM2612 P0 (reg: 0xA4, val: 0x23)
10.8605   | 00004F1B  | 61: WAIT
10.8605   | 00004F1E  | 52: YM2612 P0 (reg: 0xA0, val: 0xD5)
10.8605   | 00004F21  | 52: YM2612 P0 (reg: 0x28, val: 0x00)
10.8605   | 00004F24  | 61: WAIT
10.8605   | 00004F27  | 52: YM2612 P0 (reg: 0x28, val: 0xF0)
10.8605   | 00004F2A  | 52: YM2612 P0 (reg: 0x44, val: 0x22)
10.8605   | 00004F2D  | 52: YM2612 P0 (reg: 0x48, val: 0x22)
10.8605   | 00004F30  | 61: WAIT
10.8605   | 00004F33  | 52: YM2612 P0 (reg: 0x4C, val: 0x22)
10.8605   | 00004F36  | 61: WAIT
10.8605   | 00004F39  | 52: YM2612 P0 (reg: 0xA6, val: 0x13)
10.8605   | 00004F3C  | 52: YM2612 P0 (reg: 0xA2, val: 0x6A)
10.8605   | 00004F3F  | 52: YM2612 P0 (reg: 0x28, val: 0x02)
10.8605   | 00004F42  | 61: WAIT
10.8606   | 00004F45  | 52: YM2612 P0 (reg: 0x28, val: 0xF2)
10.8606   | 00004F48  | 52: YM2612 P0 (reg: 0x4E, val: 0x1C)
10.8606   | 00004F4B  | 61: WAIT
10.8606   | 00004F4E  | 53: YM2612 P1 (reg: 0xA4, val: 0x23)
10.8606   | 00004F51  | 53: YM2612 P1 (reg: 0xA0, val: 0x47)
10.8606   | 00004F54  | 61: WAIT
10.8606   | 00004F57  | 53: YM2612 P1 (reg: 0xA5, val: 0x1B)
10.8606   | 00004F5A  | 53: YM2612 P1 (reg: 0xA1, val: 0x0B)
10.8606   | 00004F5D  | 61: WAIT
10.8606   | 00004F60  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
10.8606   | 00004F63  | 52: YM2612 P0 (reg: 0x28, val: 0xF5)
10.8606   | 00004F66  | 61: WAIT
10.8607   | 00004F69  | 53: YM2612 P1 (reg: 0x41, val: 0x7F)
10.8607   | 00004F6C  | 53: YM2612 P1 (reg: 0x45, val: 0x7F)
10.8607   | 00004F6F  | 61: WAIT
10.8607   | 00004F72  | 53: YM2612 P1 (reg: 0x49, val: 0x7F)
10.8607   | 00004F75  | 53: YM2612 P1 (reg: 0x4D, val: 0x7F)
10.8607   | 00004F78  | 61: WAIT
10.8607   | 00004F7B  | 53: YM2612 P1 (reg: 0xA6, val: 0x14)
10.8607   | 00004F7E  | 53: YM2612 P1 (reg: 0xA2, val: 0x8F)
10.8607   | 00004F81  | 61: WAIT
10.8607   | 00004F84  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
10.8607   | 00004F87  | 52: YM2612 P0 (reg: 0x28, val: 0xF6)
10.8607   | 00004F8A  | 61: WAIT
10.8607   | 00004F8D  | 53: YM2612 P1 (reg: 0x42, val: 0x7F)
10.8607   | 00004F90  | 53: YM2612 P1 (reg: 0x46, val: 0x7F)
10.8607   | 00004F93  | 61: WAIT
10.8608   | 00004F96  | 53: YM2612 P1 (reg: 0x4A, val: 0x7F)
10.8608   | 00004F99  | 53: YM2612 P1 (reg: 0x4E, val: 0x7F)
10.8608   | 00004F9C  | 61: WAIT
10.8852   | 00004F9F  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.8852   | 00004FA2  | 61: WAIT
10.8852   | 00004FA5  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.8852   | 00004FA8  | 53: YM2612 P1 (reg: 0xA4, val: 0x23)
10.8852   | 00004FAB  | 61: WAIT
10.8853   | 00004FAE  | 53: YM2612 P1 (reg: 0xA0, val: 0x4F)
10.8853   | 00004FB1  | 61: WAIT
10.9100   | 00004FB4  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.9100   | 00004FB7  | 61: WAIT
10.9100   | 00004FBA  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.9100   | 00004FBD  | 52: YM2612 P0 (reg: 0x28, val: 0x00)
10.9100   | 00004FC0  | 61: WAIT
10.9100   | 00004FC3  | 52: YM2612 P0 (reg: 0x28, val: 0x01)
10.9100   | 00004FC6  | 52: YM2612 P0 (reg: 0x28, val: 0x02)
10.9100   | 00004FC9  | 61: WAIT
10.9101   | 00004FCC  | 53: YM2612 P1 (reg: 0xA4, val: 0x23)
10.9101   | 00004FCF  | 53: YM2612 P1 (reg: 0xA0, val: 0x57)
10.9101   | 00004FD2  | 61: WAIT
10.9101   | 00004FD5  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
10.9101   | 00004FD8  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
10.9101   | 00004FDB  | 61: WAIT
10.9348   | 00004FDE  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.9348   | 00004FE1  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.9348   | 00004FE4  | 61: WAIT
10.9348   | 00004FE7  | 53: YM2612 P1 (reg: 0xA4, val: 0x23)
10.9348   | 00004FEA  | 53: YM2612 P1 (reg: 0xA0, val: 0x5F)
10.9348   | 00004FED  | 61: WAIT
10.9595   | 00004FF0  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.9595   | 00004FF3  | 61: WAIT
10.9595   | 00004FF6  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.9595   | 00004FF9  | 52: YM2612 P0 (reg: 0xA4, val: 0x24)
10.9595   | 00004FFC  | 61: WAIT
10.9596   | 00004FFF  | 52: YM2612 P0 (reg: 0xA0, val: 0x10)
10.9596   | 00005002  | 52: YM2612 P0 (reg: 0x28, val: 0x00)
10.9596   | 00005005  | 61: WAIT
10.9596   | 00005008  | 52: YM2612 P0 (reg: 0x28, val: 0xF0)
10.9596   | 0000500B  | 52: YM2612 P0 (reg: 0x44, val: 0x22)
10.9596   | 0000500E  | 61: WAIT
10.9596   | 00005011  | 52: YM2612 P0 (reg: 0x48, val: 0x22)
10.9596   | 00005014  | 52: YM2612 P0 (reg: 0x4C, val: 0x22)
10.9596   | 00005017  | 61: WAIT
10.9596   | 0000501A  | 52: YM2612 P0 (reg: 0x28, val: 0x01)
10.9596   | 0000501D  | 52: YM2612 P0 (reg: 0xA6, val: 0x13)
10.9596   | 00005020  | 61: WAIT
10.9597   | 00005023  | 52: YM2612 P0 (reg: 0xA2, val: 0x6A)
10.9597   | 00005026  | 52: YM2612 P0 (reg: 0x28, val: 0x02)
10.9597   | 00005029  | 61: WAIT
10.9597   | 0000502C  | 52: YM2612 P0 (reg: 0x28, val: 0xF2)
10.9597   | 0000502F  | 52: YM2612 P0 (reg: 0x4E, val: 0x1C)
10.9597   | 00005032  | 61: WAIT
10.9597   | 00005035  | 53: YM2612 P1 (reg: 0x44, val: 0x2C)
10.9597   | 00005038  | 53: YM2612 P1 (reg: 0x48, val: 0x2C)
10.9597   | 0000503B  | 61: WAIT
10.9597   | 0000503E  | 53: YM2612 P1 (reg: 0x4C, val: 0x2C)
10.9597   | 00005041  | 53: YM2612 P1 (reg: 0xA4, val: 0x23)
10.9597   | 00005044  | 61: WAIT
10.9598   | 00005047  | 53: YM2612 P1 (reg: 0xA0, val: 0x6E)
10.9598   | 0000504A  | 52: YM2612 P0 (reg: 0x28, val: 0x05)
10.9598   | 0000504D  | 61: WAIT
10.9598   | 00005050  | 52: YM2612 P0 (reg: 0x28, val: 0x06)
10.9598   | 00005053  | 61: WAIT
10.9843   | 00005056  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.9843   | 00005059  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
10.9843   | 0000505C  | 61: WAIT
11.0091   | 0000505F  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
11.0091   | 00005062  | 61: WAIT
11.0091   | 00005065  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
11.0091   | 00005068  | 61: WAIT
11.0339   | 0000506B  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
11.0339   | 0000506E  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
11.0339   | 00005071  | 61: WAIT
11.0586   | 00005074  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
11.0586   | 00005077  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
11.0586   | 0000507A  | 61: WAIT
11.0834   | 0000507D  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
11.0834   | 00005080  | 61: WAIT
11.0834   | 00005083  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
11.0834   | 00005086  | 61: WAIT
11.1082   | 00005089  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
11.1082   | 0000508C  | 61: WAIT
11.1082   | 0000508F  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
11.1082   | 00005092  | 52: YM2612 P0 (reg: 0x28, val: 0x00)
11.1082   | 00005095  | 61: WAIT
11.1082   | 00005098  | 52: YM2612 P0 (reg: 0x28, val: 0x04)
11.1082   | 0000509B  | 61: WAIT
11.1329   | 0000509E  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
11.1329   | 000050A1  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
11.1329   | 000050A4  | 61: WAIT
11.1577   | 000050A7  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
11.1577   | 000050AA  | 52: YM2612 P0 (reg: 0x27, val: 0x2A)
11.1577   | 000050AD  | 61: WAIT
11.1577   | 000050B0  | 52: YM2612 P0 (reg: 0xA4, val: 0x23)
11.1577   | 000050B3  | 52: YM2612 P0 (reg: 0xA0, val: 0x6A)
11.1577   | 000050B6  | 61: WAIT
11.1578   | 000050B9  | 52: YM2612 P0 (reg: 0x28, val: 0x00)
11.1578   | 000050BC  | 52: YM2612 P0 (reg: 0x28, val: 0xF0)
11.1578   | 000050BF  | 61: WAIT
11.1578   | 000050C2  | 52: YM2612 P0 (reg: 0x44, val: 0x22)
11.1578   | 000050C5  | 52: YM2612 P0 (reg: 0x48, val: 0x22)
11.1578   | 000050C8  | 61: WAIT
11.1578   | 000050CB  | 52: YM2612 P0 (reg: 0x4C, val: 0x22)
11.1578   | 000050CE  | 52: YM2612 P0 (reg: 0xB1, val: 0x2D)
11.1578   | 000050D1  | 61: WAIT
11.1578   | 000050D4  | 52: YM2612 P0 (reg: 0x31, val: 0x31)
11.1578   | 000050D7  | 52: YM2612 P0 (reg: 0x35, val: 0x30)
11.1578   | 000050DA  | 61: WAIT
11.1578   | 000050DD  | 52: YM2612 P0 (reg: 0x39, val: 0x30)
11.1578   | 000050E0  | 52: YM2612 P0 (reg: 0x3D, val: 0x70)
11.1578   | 000050E3  | 52: YM2612 P0 (reg: 0x51, val: 0x1F)
11.1578   | 000050E6  | 61: WAIT
11.1579   | 000050E9  | 52: YM2612 P0 (reg: 0x55, val: 0x1F)
11.1579   | 000050EC  | 52: YM2612 P0 (reg: 0x59, val: 0x1F)
11.1579   | 000050EF  | 61: WAIT
11.1579   | 000050F2  | 52: YM2612 P0 (reg: 0x5D, val: 0x1F)
