--- Parsing VGM: console_player/music/ws_vgm_ff1/25_Fanfare.vgm ---
VGM Version: 0x171
Data Start Offset: 0xE0

Offset(h) | Command
00000EC6  | 75: WAIT n+1 (val: 6)
00000EC7  | BC: WonderSwan (reg: 0x0B, val: 0x00)
00000ECA  | 76: WAIT n+1 (val: 7)
00000ECB  | BC: WonderSwan (reg: 0x06, val: 0xB3)
00000ECE  | BC: WonderSwan (reg: 0x07, val: 0x07)
00000ED1  | 70: WAIT n+1 (val: 1)
00000ED2  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000ED5  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000ED8  | 61: WAIT (val: 560)
00000EDB  | BC: WonderSwan (reg: 0x08, val: 0x75)
00000EDE  | 73: WAIT n+1 (val: 4)
00000EDF  | BC: WonderSwan (reg: 0x09, val: 0x59)
00000EE2  | 74: WAIT n+1 (val: 5)
00000EE3  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000EE6  | 75: WAIT n+1 (val: 6)
00000EE7  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00000EEA  | 70: WAIT n+1 (val: 1)
00000EEB  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000EEE  | 61: WAIT (val: 568)
00000EF1  | BC: WonderSwan (reg: 0x08, val: 0x75)
00000EF4  | 74: WAIT n+1 (val: 5)
00000EF5  | BC: WonderSwan (reg: 0x09, val: 0x59)
00000EF8  | 75: WAIT n+1 (val: 6)
00000EF9  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000EFC  | 75: WAIT n+1 (val: 6)
00000EFD  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00000F00  | 71: WAIT n+1 (val: 2)
00000F01  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000F04  | 61: WAIT (val: 565)
00000F07  | BC: WonderSwan (reg: 0x08, val: 0x75)
00000F0A  | 74: WAIT n+1 (val: 5)
00000F0B  | BC: WonderSwan (reg: 0x09, val: 0x59)
00000F0E  | 74: WAIT n+1 (val: 5)
00000F0F  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000F12  | 74: WAIT n+1 (val: 5)
00000F13  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00000F16  | 71: WAIT n+1 (val: 2)
00000F17  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000F1A  | 61: WAIT (val: 568)
00000F1D  | BC: WonderSwan (reg: 0x08, val: 0x75)
00000F20  | 74: WAIT n+1 (val: 5)
00000F21  | BC: WonderSwan (reg: 0x09, val: 0x59)
00000F24  | 75: WAIT n+1 (val: 6)
00000F25  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000F28  | 74: WAIT n+1 (val: 5)
00000F29  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00000F2C  | 71: WAIT n+1 (val: 2)
00000F2D  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000F30  | 61: WAIT (val: 566)
00000F33  | BC: WonderSwan (reg: 0x08, val: 0x65)
00000F36  | 74: WAIT n+1 (val: 5)
00000F37  | BC: WonderSwan (reg: 0x09, val: 0x58)
00000F3A  | 75: WAIT n+1 (val: 6)
00000F3B  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000F3E  | 74: WAIT n+1 (val: 5)
00000F3F  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00000F42  | 71: WAIT n+1 (val: 2)
00000F43  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000F46  | 61: WAIT (val: 566)
00000F49  | BC: WonderSwan (reg: 0x08, val: 0x65)
00000F4C  | 74: WAIT n+1 (val: 5)
00000F4D  | BC: WonderSwan (reg: 0x09, val: 0x58)
00000F50  | 74: WAIT n+1 (val: 5)
00000F51  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000F54  | 74: WAIT n+1 (val: 5)
00000F55  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00000F58  | 70: WAIT n+1 (val: 1)
00000F59  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000F5C  | 61: WAIT (val: 569)
00000F5F  | BC: WonderSwan (reg: 0x08, val: 0x65)
00000F62  | 74: WAIT n+1 (val: 5)
00000F63  | BC: WonderSwan (reg: 0x09, val: 0x57)
00000F66  | 75: WAIT n+1 (val: 6)
00000F67  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000F6A  | 74: WAIT n+1 (val: 5)
00000F6B  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00000F6E  | 71: WAIT n+1 (val: 2)
00000F6F  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000F72  | 61: WAIT (val: 566)
00000F75  | BC: WonderSwan (reg: 0x08, val: 0x65)
00000F78  | 74: WAIT n+1 (val: 5)
00000F79  | BC: WonderSwan (reg: 0x09, val: 0x57)
00000F7C  | 74: WAIT n+1 (val: 5)
00000F7D  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00000F80  | 74: WAIT n+1 (val: 5)
00000F81  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00000F84  | 70: WAIT n+1 (val: 1)
00000F85  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000F88  | 61: WAIT (val: 568)
00000F8B  | BC: WonderSwan (reg: 0x08, val: 0x65)
00000F8E  | 75: WAIT n+1 (val: 6)
00000F8F  | BC: WonderSwan (reg: 0x09, val: 0x57)
00000F92  | 74: WAIT n+1 (val: 5)
00000F93  | BC: WonderSwan (reg: 0x0A, val: 0x88)
00000F96  | 75: WAIT n+1 (val: 6)
00000F97  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00000F9A  | 71: WAIT n+1 (val: 2)
00000F9B  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000F9E  | 61: WAIT (val: 565)
00000FA1  | BC: WonderSwan (reg: 0x08, val: 0x55)
00000FA4  | 74: WAIT n+1 (val: 5)
00000FA5  | BC: WonderSwan (reg: 0x09, val: 0x57)
00000FA8  | 74: WAIT n+1 (val: 5)
00000FA9  | BC: WonderSwan (reg: 0x0A, val: 0x88)
00000FAC  | 74: WAIT n+1 (val: 5)
00000FAD  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00000FB0  | 70: WAIT n+1 (val: 1)
00000FB1  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000FB4  | 61: WAIT (val: 569)
00000FB7  | BC: WonderSwan (reg: 0x08, val: 0x55)
00000FBA  | 74: WAIT n+1 (val: 5)
00000FBB  | BC: WonderSwan (reg: 0x09, val: 0x57)
00000FBE  | 75: WAIT n+1 (val: 6)
00000FBF  | BC: WonderSwan (reg: 0x0A, val: 0x88)
00000FC2  | 74: WAIT n+1 (val: 5)
00000FC3  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00000FC6  | 71: WAIT n+1 (val: 2)
00000FC7  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000FCA  | 61: WAIT (val: 566)
00000FCD  | BC: WonderSwan (reg: 0x08, val: 0x55)
00000FD0  | 74: WAIT n+1 (val: 5)
00000FD1  | BC: WonderSwan (reg: 0x09, val: 0x56)
00000FD4  | 74: WAIT n+1 (val: 5)
00000FD5  | BC: WonderSwan (reg: 0x0A, val: 0x88)
00000FD8  | 74: WAIT n+1 (val: 5)
00000FD9  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00000FDC  | 70: WAIT n+1 (val: 1)
00000FDD  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000FE0  | 61: WAIT (val: 568)
00000FE3  | BC: WonderSwan (reg: 0x08, val: 0x55)
00000FE6  | 75: WAIT n+1 (val: 6)
00000FE7  | BC: WonderSwan (reg: 0x09, val: 0x56)
00000FEA  | 74: WAIT n+1 (val: 5)
00000FEB  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00000FEE  | 75: WAIT n+1 (val: 6)
00000FEF  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00000FF2  | 71: WAIT n+1 (val: 2)
00000FF3  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00000FF6  | 61: WAIT (val: 566)
00000FF9  | BC: WonderSwan (reg: 0x08, val: 0x55)
00000FFC  | 73: WAIT n+1 (val: 4)
00000FFD  | BC: WonderSwan (reg: 0x09, val: 0x56)
00001000  | 74: WAIT n+1 (val: 5)
00001001  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00001004  | 74: WAIT n+1 (val: 5)
00001005  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00001008  | 71: WAIT n+1 (val: 2)
00001009  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000100C  | 61: WAIT (val: 568)
0000100F  | BC: WonderSwan (reg: 0x08, val: 0x44)
00001012  | 74: WAIT n+1 (val: 5)
00001013  | BC: WonderSwan (reg: 0x09, val: 0x55)
00001016  | 75: WAIT n+1 (val: 6)
00001017  | BC: WonderSwan (reg: 0x0A, val: 0x77)
0000101A  | 74: WAIT n+1 (val: 5)
0000101B  | BC: WonderSwan (reg: 0x0B, val: 0x22)
0000101E  | 71: WAIT n+1 (val: 2)
0000101F  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001022  | 61: WAIT (val: 566)
00001025  | BC: WonderSwan (reg: 0x08, val: 0x44)
00001028  | 74: WAIT n+1 (val: 5)
00001029  | BC: WonderSwan (reg: 0x09, val: 0x55)
0000102C  | 74: WAIT n+1 (val: 5)
0000102D  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00001030  | 74: WAIT n+1 (val: 5)
00001031  | BC: WonderSwan (reg: 0x0B, val: 0x22)
00001034  | 70: WAIT n+1 (val: 1)
00001035  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001038  | 61: WAIT (val: 569)
0000103B  | BC: WonderSwan (reg: 0x08, val: 0x44)
0000103E  | 74: WAIT n+1 (val: 5)
0000103F  | BC: WonderSwan (reg: 0x09, val: 0x55)
00001042  | 75: WAIT n+1 (val: 6)
00001043  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00001046  | 75: WAIT n+1 (val: 6)
00001047  | BC: WonderSwan (reg: 0x0B, val: 0x11)
0000104A  | 70: WAIT n+1 (val: 1)
0000104B  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000104E  | 61: WAIT (val: 566)
00001051  | BC: WonderSwan (reg: 0x08, val: 0x44)
00001054  | 74: WAIT n+1 (val: 5)
00001055  | BC: WonderSwan (reg: 0x09, val: 0x55)
00001058  | 74: WAIT n+1 (val: 5)
00001059  | BC: WonderSwan (reg: 0x0A, val: 0x77)
0000105C  | 74: WAIT n+1 (val: 5)
0000105D  | BC: WonderSwan (reg: 0x0B, val: 0x11)
00001060  | 70: WAIT n+1 (val: 1)
00001061  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001064  | 61: WAIT (val: 569)
00001067  | BC: WonderSwan (reg: 0x08, val: 0x33)
0000106A  | 74: WAIT n+1 (val: 5)
0000106B  | BC: WonderSwan (reg: 0x09, val: 0x44)
0000106E  | 74: WAIT n+1 (val: 5)
0000106F  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00001072  | 75: WAIT n+1 (val: 6)
00001073  | BC: WonderSwan (reg: 0x0B, val: 0x11)
00001076  | 71: WAIT n+1 (val: 2)
00001077  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000107A  | 61: WAIT (val: 566)
0000107D  | BC: WonderSwan (reg: 0x08, val: 0x33)
00001080  | 74: WAIT n+1 (val: 5)
00001081  | BC: WonderSwan (reg: 0x09, val: 0x44)
00001084  | 74: WAIT n+1 (val: 5)
00001085  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00001088  | 73: WAIT n+1 (val: 4)
00001089  | BC: WonderSwan (reg: 0x0B, val: 0x11)
0000108C  | 71: WAIT n+1 (val: 2)
0000108D  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001090  | 61: WAIT (val: 568)
00001093  | BC: WonderSwan (reg: 0x08, val: 0x33)
00001096  | 74: WAIT n+1 (val: 5)
00001097  | BC: WonderSwan (reg: 0x09, val: 0x44)
0000109A  | 75: WAIT n+1 (val: 6)
0000109B  | BC: WonderSwan (reg: 0x0A, val: 0x66)
0000109E  | 75: WAIT n+1 (val: 6)
0000109F  | BC: WonderSwan (reg: 0x0B, val: 0x11)
000010A2  | 70: WAIT n+1 (val: 1)
000010A3  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000010A6  | 61: WAIT (val: 566)
000010A9  | BC: WonderSwan (reg: 0x08, val: 0x33)
000010AC  | 74: WAIT n+1 (val: 5)
000010AD  | BC: WonderSwan (reg: 0x09, val: 0x33)
000010B0  | 74: WAIT n+1 (val: 5)
000010B1  | BC: WonderSwan (reg: 0x0A, val: 0x66)
000010B4  | 74: WAIT n+1 (val: 5)
000010B5  | BC: WonderSwan (reg: 0x0B, val: 0x11)
000010B8  | 70: WAIT n+1 (val: 1)
000010B9  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000010BC  | 61: WAIT (val: 569)
000010BF  | BC: WonderSwan (reg: 0x08, val: 0x33)
000010C2  | 74: WAIT n+1 (val: 5)
000010C3  | BC: WonderSwan (reg: 0x09, val: 0x33)
000010C6  | 75: WAIT n+1 (val: 6)
000010C7  | BC: WonderSwan (reg: 0x0A, val: 0x66)
000010CA  | 74: WAIT n+1 (val: 5)
000010CB  | BC: WonderSwan (reg: 0x0B, val: 0x11)
000010CE  | 71: WAIT n+1 (val: 2)
000010CF  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000010D2  | 61: WAIT (val: 563)
000010D5  | BC: WonderSwan (reg: 0x00, val: 0x9E)
000010D8  | BC: WonderSwan (reg: 0x01, val: 0x07)
000010DB  | 72: WAIT n+1 (val: 3)
000010DC  | BC: WonderSwan (reg: 0x08, val: 0x22)
000010DF  | 75: WAIT n+1 (val: 6)
000010E0  | BC: WonderSwan (reg: 0x09, val: 0x33)
000010E3  | 74: WAIT n+1 (val: 5)
000010E4  | BC: WonderSwan (reg: 0x0A, val: 0x66)
000010E7  | 75: WAIT n+1 (val: 6)
000010E8  | BC: WonderSwan (reg: 0x0B, val: 0x11)
000010EB  | 71: WAIT n+1 (val: 2)
000010EC  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000010EF  | 61: WAIT (val: 563)
000010F2  | BC: WonderSwan (reg: 0x00, val: 0x9E)
000010F5  | BC: WonderSwan (reg: 0x01, val: 0x07)
000010F8  | 72: WAIT n+1 (val: 3)
000010F9  | BC: WonderSwan (reg: 0x08, val: 0x22)
000010FC  | 73: WAIT n+1 (val: 4)
000010FD  | BC: WonderSwan (reg: 0x09, val: 0x33)
00001100  | 74: WAIT n+1 (val: 5)
00001101  | BC: WonderSwan (reg: 0x0A, val: 0x55)
00001104  | 74: WAIT n+1 (val: 5)
00001105  | BC: WonderSwan (reg: 0x0B, val: 0x11)
00001108  | 70: WAIT n+1 (val: 1)
00001109  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000110C  | 61: WAIT (val: 566)
0000110F  | BC: WonderSwan (reg: 0x00, val: 0x9F)
00001112  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001115  | 72: WAIT n+1 (val: 3)
00001116  | BC: WonderSwan (reg: 0x08, val: 0x22)
00001119  | 76: WAIT n+1 (val: 7)
0000111A  | BC: WonderSwan (reg: 0x00, val: 0xAA)
0000111D  | BC: WonderSwan (reg: 0x01, val: 0x07)
00001120  | 73: WAIT n+1 (val: 4)
00001121  | BC: WonderSwan (reg: 0x09, val: 0x33)
00001124  | 76: WAIT n+1 (val: 7)
00001125  | BC: WonderSwan (reg: 0x02, val: 0x77)
00001128  | BC: WonderSwan (reg: 0x03, val: 0x07)
0000112B  | 73: WAIT n+1 (val: 4)
0000112C  | BC: WonderSwan (reg: 0x0A, val: 0x55)
0000112F  | 75: WAIT n+1 (val: 6)
00001130  | BC: WonderSwan (reg: 0x04, val: 0x32)
00001133  | BC: WonderSwan (reg: 0x05, val: 0x06)
00001136  | 70: WAIT n+1 (val: 1)
00001137  | BC: WonderSwan (reg: 0x0C, val: 0x00)
0000113A  | 73: WAIT n+1 (val: 4)
0000113B  | BC: WonderSwan (reg: 0x0B, val: 0x11)
0000113E  | 71: WAIT n+1 (val: 2)
0000113F  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001142  | 61: WAIT (val: 549)
00001145  | BC: WonderSwan (reg: 0x08, val: 0x48)
00001148  | 74: WAIT n+1 (val: 5)
00001149  | BC: WonderSwan (reg: 0x09, val: 0xA4)
0000114C  | 74: WAIT n+1 (val: 5)
0000114D  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
00001150  | 71: WAIT n+1 (val: 2)
00001151  | BC: WonderSwan (reg: 0x06, val: 0xB4)
00001154  | BC: WonderSwan (reg: 0x07, val: 0x07)
00001157  | 72: WAIT n+1 (val: 3)
00001158  | BC: WonderSwan (reg: 0x0B, val: 0x11)
0000115B  | 71: WAIT n+1 (val: 2)
0000115C  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000115F  | 61: WAIT (val: 568)
00001162  | BC: WonderSwan (reg: 0x08, val: 0x48)
00001165  | 74: WAIT n+1 (val: 5)
00001166  | BC: WonderSwan (reg: 0x09, val: 0xA4)
00001169  | 75: WAIT n+1 (val: 6)
0000116A  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
0000116D  | 72: WAIT n+1 (val: 3)
0000116E  | BC: WonderSwan (reg: 0x06, val: 0xB5)
00001171  | BC: WonderSwan (reg: 0x07, val: 0x07)
00001174  | 72: WAIT n+1 (val: 3)
00001175  | BC: WonderSwan (reg: 0x0B, val: 0x11)
00001178  | 71: WAIT n+1 (val: 2)
00001179  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000117C  | 61: WAIT (val: 565)
0000117F  | BC: WonderSwan (reg: 0x08, val: 0x48)
00001182  | 74: WAIT n+1 (val: 5)
00001183  | BC: WonderSwan (reg: 0x09, val: 0xA4)
00001186  | 74: WAIT n+1 (val: 5)
00001187  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
0000118A  | 71: WAIT n+1 (val: 2)
0000118B  | BC: WonderSwan (reg: 0x06, val: 0xB4)
0000118E  | BC: WonderSwan (reg: 0x07, val: 0x07)
00001191  | 72: WAIT n+1 (val: 3)
00001192  | BC: WonderSwan (reg: 0x0B, val: 0x11)
00001195  | 70: WAIT n+1 (val: 1)
00001196  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001199  | 61: WAIT (val: 568)
0000119C  | BC: WonderSwan (reg: 0x08, val: 0x47)
0000119F  | 74: WAIT n+1 (val: 5)
000011A0  | BC: WonderSwan (reg: 0x09, val: 0x94)
000011A3  | 75: WAIT n+1 (val: 6)
000011A4  | BC: WonderSwan (reg: 0x0A, val: 0xAA)
000011A7  | 72: WAIT n+1 (val: 3)
000011A8  | BC: WonderSwan (reg: 0x06, val: 0xB3)
000011AB  | BC: WonderSwan (reg: 0x07, val: 0x07)
000011AE  | 72: WAIT n+1 (val: 3)
000011AF  | BC: WonderSwan (reg: 0x0B, val: 0x11)
000011B2  | 76: WAIT n+1 (val: 7)
000011B3  | BC: WonderSwan (reg: 0x06, val: 0x9F)
000011B6  | BC: WonderSwan (reg: 0x07, val: 0x07)
000011B9  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000011BC  | 70: WAIT n+1 (val: 1)
000011BD  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000011C0  | 61: WAIT (val: 559)
000011C3  | BC: WonderSwan (reg: 0x08, val: 0x47)
000011C6  | 74: WAIT n+1 (val: 5)
000011C7  | BC: WonderSwan (reg: 0x09, val: 0x94)
000011CA  | 74: WAIT n+1 (val: 5)
000011CB  | BC: WonderSwan (reg: 0x0A, val: 0x99)
000011CE  | 74: WAIT n+1 (val: 5)
000011CF  | BC: WonderSwan (reg: 0x0B, val: 0x20)
000011D2  | 71: WAIT n+1 (val: 2)
000011D3  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000011D6  | 61: WAIT (val: 568)
000011D9  | BC: WonderSwan (reg: 0x08, val: 0x47)
000011DC  | 74: WAIT n+1 (val: 5)
000011DD  | BC: WonderSwan (reg: 0x09, val: 0x94)
000011E0  | 75: WAIT n+1 (val: 6)
000011E1  | BC: WonderSwan (reg: 0x0A, val: 0x99)
000011E4  | 74: WAIT n+1 (val: 5)
000011E5  | BC: WonderSwan (reg: 0x0B, val: 0x20)
000011E8  | 71: WAIT n+1 (val: 2)
000011E9  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000011EC  | 61: WAIT (val: 566)
000011EF  | BC: WonderSwan (reg: 0x08, val: 0x47)
000011F2  | 74: WAIT n+1 (val: 5)
000011F3  | BC: WonderSwan (reg: 0x09, val: 0x94)
000011F6  | 74: WAIT n+1 (val: 5)
000011F7  | BC: WonderSwan (reg: 0x0A, val: 0x99)
000011FA  | 74: WAIT n+1 (val: 5)
000011FB  | BC: WonderSwan (reg: 0x0B, val: 0x20)
000011FE  | 70: WAIT n+1 (val: 1)
000011FF  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001202  | 61: WAIT (val: 568)
00001205  | BC: WonderSwan (reg: 0x08, val: 0x47)
00001208  | 75: WAIT n+1 (val: 6)
00001209  | BC: WonderSwan (reg: 0x09, val: 0x94)
0000120C  | 74: WAIT n+1 (val: 5)
0000120D  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00001210  | 75: WAIT n+1 (val: 6)
00001211  | BC: WonderSwan (reg: 0x0B, val: 0x20)
00001214  | 71: WAIT n+1 (val: 2)
00001215  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001218  | 61: WAIT (val: 566)
0000121B  | BC: WonderSwan (reg: 0x08, val: 0x46)
0000121E  | 73: WAIT n+1 (val: 4)
0000121F  | BC: WonderSwan (reg: 0x09, val: 0x84)
00001222  | 74: WAIT n+1 (val: 5)
00001223  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00001226  | 74: WAIT n+1 (val: 5)
00001227  | BC: WonderSwan (reg: 0x0B, val: 0x20)
0000122A  | 70: WAIT n+1 (val: 1)
0000122B  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000122E  | 61: WAIT (val: 569)
00001231  | BC: WonderSwan (reg: 0x08, val: 0x46)
00001234  | 74: WAIT n+1 (val: 5)
00001235  | BC: WonderSwan (reg: 0x09, val: 0x84)
00001238  | 75: WAIT n+1 (val: 6)
00001239  | BC: WonderSwan (reg: 0x0A, val: 0x99)
0000123C  | 74: WAIT n+1 (val: 5)
0000123D  | BC: WonderSwan (reg: 0x0B, val: 0x20)
00001240  | 71: WAIT n+1 (val: 2)
00001241  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001244  | 61: WAIT (val: 566)
00001247  | BC: WonderSwan (reg: 0x08, val: 0x46)
0000124A  | 74: WAIT n+1 (val: 5)
0000124B  | BC: WonderSwan (reg: 0x09, val: 0x74)
0000124E  | 74: WAIT n+1 (val: 5)
0000124F  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00001252  | 74: WAIT n+1 (val: 5)
00001253  | BC: WonderSwan (reg: 0x0B, val: 0x20)
00001256  | 70: WAIT n+1 (val: 1)
00001257  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000125A  | 61: WAIT (val: 569)
0000125D  | BC: WonderSwan (reg: 0x08, val: 0x46)
00001260  | 74: WAIT n+1 (val: 5)
00001261  | BC: WonderSwan (reg: 0x09, val: 0x74)
00001264  | 75: WAIT n+1 (val: 6)
00001265  | BC: WonderSwan (reg: 0x0A, val: 0x99)
00001268  | 74: WAIT n+1 (val: 5)
00001269  | BC: WonderSwan (reg: 0x0B, val: 0x20)
0000126C  | 71: WAIT n+1 (val: 2)
0000126D  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001270  | 61: WAIT (val: 566)
00001273  | BC: WonderSwan (reg: 0x08, val: 0x46)
00001276  | 74: WAIT n+1 (val: 5)
00001277  | BC: WonderSwan (reg: 0x09, val: 0x74)
0000127A  | 74: WAIT n+1 (val: 5)
0000127B  | BC: WonderSwan (reg: 0x0A, val: 0x88)
0000127E  | 74: WAIT n+1 (val: 5)
0000127F  | BC: WonderSwan (reg: 0x0B, val: 0x20)
00001282  | 70: WAIT n+1 (val: 1)
00001283  | BC: WonderSwan (reg: 0x10, val: 0x4F)
00001286  | 61: WAIT (val: 568)
00001289  | BC: WonderSwan (reg: 0x08, val: 0x45)
0000128C  | 74: WAIT n+1 (val: 5)
0000128D  | BC: WonderSwan (reg: 0x09, val: 0x74)
00001290  | 75: WAIT n+1 (val: 6)
00001291  | BC: WonderSwan (reg: 0x0A, val: 0x88)
00001294  | 75: WAIT n+1 (val: 6)
00001295  | BC: WonderSwan (reg: 0x0B, val: 0x20)
00001298  | 70: WAIT n+1 (val: 1)
00001299  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000129C  | 61: WAIT (val: 566)
0000129F  | BC: WonderSwan (reg: 0x08, val: 0x45)
000012A2  | 74: WAIT n+1 (val: 5)
000012A3  | BC: WonderSwan (reg: 0x09, val: 0x74)
000012A6  | 74: WAIT n+1 (val: 5)
000012A7  | BC: WonderSwan (reg: 0x0A, val: 0x88)
000012AA  | 74: WAIT n+1 (val: 5)
000012AB  | BC: WonderSwan (reg: 0x0B, val: 0x20)
000012AE  | 70: WAIT n+1 (val: 1)
000012AF  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000012B2  | 61: WAIT (val: 569)
000012B5  | BC: WonderSwan (reg: 0x08, val: 0x45)
000012B8  | 74: WAIT n+1 (val: 5)
000012B9  | BC: WonderSwan (reg: 0x09, val: 0x64)
000012BC  | 75: WAIT n+1 (val: 6)
000012BD  | BC: WonderSwan (reg: 0x0A, val: 0x88)
000012C0  | 74: WAIT n+1 (val: 5)
000012C1  | BC: WonderSwan (reg: 0x0B, val: 0x20)
000012C4  | 71: WAIT n+1 (val: 2)
000012C5  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000012C8  | 61: WAIT (val: 566)
000012CB  | BC: WonderSwan (reg: 0x08, val: 0x45)
000012CE  | 74: WAIT n+1 (val: 5)
000012CF  | BC: WonderSwan (reg: 0x09, val: 0x64)
000012D2  | 75: WAIT n+1 (val: 6)
000012D3  | BC: WonderSwan (reg: 0x0A, val: 0x77)
000012D6  | 74: WAIT n+1 (val: 5)
000012D7  | BC: WonderSwan (reg: 0x0B, val: 0x20)
000012DA  | 71: WAIT n+1 (val: 2)
000012DB  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000012DE  | 61: WAIT (val: 566)
000012E1  | BC: WonderSwan (reg: 0x08, val: 0x45)
000012E4  | 74: WAIT n+1 (val: 5)
000012E5  | BC: WonderSwan (reg: 0x09, val: 0x64)
000012E8  | 74: WAIT n+1 (val: 5)
000012E9  | BC: WonderSwan (reg: 0x0A, val: 0x77)
000012EC  | 74: WAIT n+1 (val: 5)
000012ED  | BC: WonderSwan (reg: 0x0B, val: 0x20)
000012F0  | 70: WAIT n+1 (val: 1)
000012F1  | BC: WonderSwan (reg: 0x10, val: 0x4F)
000012F4  | 61: WAIT (val: 569)
000012F7  | BC: WonderSwan (reg: 0x08, val: 0x44)
000012FA  | 74: WAIT n+1 (val: 5)
000012FB  | BC: WonderSwan (reg: 0x09, val: 0x54)
000012FE  | 74: WAIT n+1 (val: 5)
000012FF  | BC: WonderSwan (reg: 0x0A, val: 0x77)
00001302  | 75: WAIT n+1 (val: 6)
00001303  | BC: WonderSwan (reg: 0x0B, val: 0x20)
00001306  | 71: WAIT n+1 (val: 2)
00001307  | BC: WonderSwan (reg: 0x10, val: 0x4F)
0000130A  | 61: WAIT (val: 566)
0000130D  | BC: WonderSwan (reg: 0x08, val: 0x44)
00001310  | 74: WAIT n+1 (val: 5)
