--- Parsing VGM: console_player/cache/03_Scenario_Intro.vgm.opm.vgm ---
VGM Version: 0x171
Data Start Offset: 0x100

Time (s)  | Offset(h) | Command
13.0407   | 000059BF  | 54: YM2151 (reg: 0x29, val: 0x20)
13.0407   | 000059C2  | 54: YM2151 (reg: 0x31, val: 0x04)
13.0407   | 000059C5  | 54: YM2151 (reg: 0x08, val: 0x01)
13.0407   | 000059C8  | 61: WAIT
13.0407   | 000059CB  | 54: YM2151 (reg: 0x08, val: 0x79)
13.0407   | 000059CE  | 54: YM2151 (reg: 0x71, val: 0x1A)
13.0407   | 000059D1  | 61: WAIT
13.0407   | 000059D4  | 54: YM2151 (reg: 0x79, val: 0x1A)
13.0407   | 000059D7  | 54: YM2151 (reg: 0x08, val: 0x02)
13.0407   | 000059DA  | 61: WAIT
13.0408   | 000059DD  | 54: YM2151 (reg: 0x2D, val: 0x31)
13.0408   | 000059E0  | 54: YM2151 (reg: 0x35, val: 0x08)
13.0408   | 000059E3  | 61: WAIT
13.0408   | 000059E6  | 54: YM2151 (reg: 0x2D, val: 0x31)
13.0408   | 000059E9  | 54: YM2151 (reg: 0x35, val: 0x08)
13.0408   | 000059EC  | 54: YM2151 (reg: 0x08, val: 0x05)
13.0408   | 000059EF  | 54: YM2151 (reg: 0x08, val: 0x7D)
13.0408   | 000059F2  | 61: WAIT
13.0408   | 000059F5  | 54: YM2151 (reg: 0x65, val: 0x7F)
13.0408   | 000059F8  | 54: YM2151 (reg: 0x6D, val: 0x7F)
13.0408   | 000059FB  | 61: WAIT
13.0408   | 000059FE  | 54: YM2151 (reg: 0x75, val: 0x7F)
13.0408   | 00005A01  | 54: YM2151 (reg: 0x7D, val: 0x7F)
13.0408   | 00005A04  | 61: WAIT
13.0409   | 00005A07  | 54: YM2151 (reg: 0x2E, val: 0x2A)
13.0409   | 00005A0A  | 54: YM2151 (reg: 0x36, val: 0x0C)
13.0409   | 00005A0D  | 61: WAIT
13.0409   | 00005A10  | 54: YM2151 (reg: 0x08, val: 0x06)
13.0409   | 00005A13  | 54: YM2151 (reg: 0x08, val: 0x7E)
13.0409   | 00005A16  | 61: WAIT
13.0409   | 00005A19  | 54: YM2151 (reg: 0x66, val: 0x7F)
13.0409   | 00005A1C  | 54: YM2151 (reg: 0x6E, val: 0x7F)
13.0409   | 00005A1F  | 61: WAIT
13.0409   | 00005A22  | 54: YM2151 (reg: 0x76, val: 0x7F)
13.0409   | 00005A25  | 54: YM2151 (reg: 0x7E, val: 0x7F)
13.0409   | 00005A28  | 61: WAIT
13.0652   | 00005A2B  | 61: WAIT
13.0652   | 00005A2E  | 61: WAIT
13.0901   | 00005A31  | 61: WAIT
13.1147   | 00005A34  | 61: WAIT
13.1147   | 00005A37  | 61: WAIT
13.1395   | 00005A3A  | 61: WAIT
13.1395   | 00005A3D  | 61: WAIT
13.1643   | 00005A40  | 61: WAIT
13.1643   | 00005A43  | 61: WAIT
13.1890   | 00005A46  | 61: WAIT
13.1891   | 00005A49  | 54: YM2151 (reg: 0x08, val: 0x05)
13.1891   | 00005A4C  | 61: WAIT
13.1891   | 00005A4F  | 54: YM2151 (reg: 0x08, val: 0x06)
13.1891   | 00005A52  | 61: WAIT
13.2138   | 00005A55  | 61: WAIT
13.2138   | 00005A58  | 61: WAIT
13.2386   | 00005A5B  | 61: WAIT
13.2386   | 00005A5E  | 54: YM2151 (reg: 0x2A, val: 0x24)
13.2386   | 00005A61  | 54: YM2151 (reg: 0x32, val: 0x0C)
13.2386   | 00005A64  | 61: WAIT
13.2386   | 00005A67  | 54: YM2151 (reg: 0x08, val: 0x02)
13.2386   | 00005A6A  | 54: YM2151 (reg: 0x08, val: 0x7A)
13.2386   | 00005A6D  | 61: WAIT
13.2386   | 00005A70  | 54: YM2151 (reg: 0x7A, val: 0x1C)
13.2386   | 00005A73  | 54: YM2151 (reg: 0x2D, val: 0x31)
13.2386   | 00005A76  | 54: YM2151 (reg: 0x35, val: 0x08)
13.2386   | 00005A79  | 61: WAIT
13.2387   | 00005A7C  | 54: YM2151 (reg: 0x2D, val: 0x31)
13.2387   | 00005A7F  | 54: YM2151 (reg: 0x35, val: 0x08)
13.2387   | 00005A82  | 54: YM2151 (reg: 0x08, val: 0x05)
13.2387   | 00005A85  | 61: WAIT
13.2387   | 00005A88  | 54: YM2151 (reg: 0x08, val: 0x7D)
13.2387   | 00005A8B  | 54: YM2151 (reg: 0x65, val: 0x7F)
13.2387   | 00005A8E  | 61: WAIT
13.2387   | 00005A91  | 54: YM2151 (reg: 0x6D, val: 0x7F)
13.2387   | 00005A94  | 54: YM2151 (reg: 0x75, val: 0x7F)
13.2387   | 00005A97  | 61: WAIT
13.2387   | 00005A9A  | 54: YM2151 (reg: 0x7D, val: 0x7F)
13.2387   | 00005A9D  | 61: WAIT
13.2388   | 00005AA0  | 54: YM2151 (reg: 0x2E, val: 0x2A)
13.2388   | 00005AA3  | 54: YM2151 (reg: 0x36, val: 0x0C)
13.2388   | 00005AA6  | 54: YM2151 (reg: 0x08, val: 0x06)
13.2388   | 00005AA9  | 54: YM2151 (reg: 0x08, val: 0x7E)
13.2388   | 00005AAC  | 61: WAIT
13.2388   | 00005AAF  | 54: YM2151 (reg: 0x66, val: 0x7F)
13.2388   | 00005AB2  | 54: YM2151 (reg: 0x6E, val: 0x7F)
13.2388   | 00005AB5  | 61: WAIT
13.2388   | 00005AB8  | 54: YM2151 (reg: 0x76, val: 0x7F)
13.2388   | 00005ABB  | 54: YM2151 (reg: 0x7E, val: 0x7F)
13.2388   | 00005ABE  | 61: WAIT
13.2633   | 00005AC1  | 61: WAIT
13.2881   | 00005AC4  | 61: WAIT
13.2881   | 00005AC7  | 54: YM2151 (reg: 0x08, val: 0x01)
13.2881   | 00005ACA  | 61: WAIT
13.2881   | 00005ACD  | 54: YM2151 (reg: 0x08, val: 0x02)
13.2881   | 00005AD0  | 54: YM2151 (reg: 0x08, val: 0x05)
13.2881   | 00005AD3  | 61: WAIT
13.2882   | 00005AD6  | 54: YM2151 (reg: 0x08, val: 0x06)
13.2882   | 00005AD9  | 61: WAIT
13.3129   | 00005ADC  | 61: WAIT
13.3376   | 00005ADF  | 61: WAIT
13.3377   | 00005AE2  | 54: YM2151 (reg: 0x28, val: 0x4A)
13.3377   | 00005AE5  | 54: YM2151 (reg: 0x30, val: 0x0C)
13.3377   | 00005AE8  | 61: WAIT
13.3377   | 00005AEB  | 54: YM2151 (reg: 0x28, val: 0x48)
13.3377   | 00005AEE  | 54: YM2151 (reg: 0x30, val: 0x18)
13.3377   | 00005AF1  | 54: YM2151 (reg: 0x08, val: 0x00)
13.3377   | 00005AF4  | 61: WAIT
13.3377   | 00005AF7  | 54: YM2151 (reg: 0x08, val: 0x78)
13.3377   | 00005AFA  | 54: YM2151 (reg: 0x68, val: 0x22)
13.3377   | 00005AFD  | 61: WAIT
13.3377   | 00005B00  | 54: YM2151 (reg: 0x70, val: 0x22)
13.3377   | 00005B03  | 54: YM2151 (reg: 0x78, val: 0x22)
13.3377   | 00005B06  | 61: WAIT
13.3378   | 00005B09  | 54: YM2151 (reg: 0x08, val: 0x01)
13.3378   | 00005B0C  | 61: WAIT
13.3378   | 00005B0F  | 54: YM2151 (reg: 0x2A, val: 0x24)
13.3378   | 00005B12  | 54: YM2151 (reg: 0x32, val: 0x0C)
13.3378   | 00005B15  | 54: YM2151 (reg: 0x08, val: 0x02)
13.3378   | 00005B18  | 61: WAIT
13.3378   | 00005B1B  | 54: YM2151 (reg: 0x08, val: 0x7A)
13.3378   | 00005B1E  | 54: YM2151 (reg: 0x7A, val: 0x1C)
13.3378   | 00005B21  | 61: WAIT
13.3378   | 00005B24  | 54: YM2151 (reg: 0x08, val: 0x04)
13.3378   | 00005B27  | 54: YM2151 (reg: 0x08, val: 0x05)
13.3378   | 00005B2A  | 61: WAIT
13.3378   | 00005B2D  | 54: YM2151 (reg: 0x08, val: 0x06)
13.3378   | 00005B30  | 61: WAIT
13.3624   | 00005B33  | 61: WAIT
13.3872   | 00005B36  | 61: WAIT
13.3872   | 00005B39  | 61: WAIT
13.4120   | 00005B3C  | 61: WAIT
13.4368   | 00005B3F  | 61: WAIT
13.4368   | 00005B42  | 61: WAIT
13.4615   | 00005B45  | 61: WAIT
13.4615   | 00005B48  | 61: WAIT
13.4863   | 00005B4B  | 61: WAIT
13.4863   | 00005B4E  | 54: YM2151 (reg: 0x08, val: 0x00)
13.4863   | 00005B51  | 61: WAIT
13.5111   | 00005B54  | 61: WAIT
13.5358   | 00005B57  | 61: WAIT
13.5359   | 00005B5A  | 54: YM2151 (reg: 0x08, val: 0x00)
13.5359   | 00005B5D  | 61: WAIT
13.5359   | 00005B60  | 54: YM2151 (reg: 0x21, val: 0xED)
13.5359   | 00005B63  | 54: YM2151 (reg: 0x41, val: 0x31)
13.5359   | 00005B66  | 54: YM2151 (reg: 0x49, val: 0x30)
13.5359   | 00005B69  | 61: WAIT
13.5359   | 00005B6C  | 54: YM2151 (reg: 0x51, val: 0x30)
13.5359   | 00005B6F  | 54: YM2151 (reg: 0x59, val: 0x70)
13.5359   | 00005B72  | 61: WAIT
13.5359   | 00005B75  | 54: YM2151 (reg: 0x81, val: 0x1F)
13.5359   | 00005B78  | 54: YM2151 (reg: 0x89, val: 0x1F)
13.5359   | 00005B7B  | 61: WAIT
13.5359   | 00005B7E  | 54: YM2151 (reg: 0x91, val: 0x1F)
13.5359   | 00005B81  | 54: YM2151 (reg: 0x99, val: 0x1F)
13.5359   | 00005B84  | 61: WAIT
13.5360   | 00005B87  | 54: YM2151 (reg: 0xA1, val: 0x14)
13.5360   | 00005B8A  | 54: YM2151 (reg: 0xA9, val: 0x01)
13.5360   | 00005B8D  | 61: WAIT
13.5360   | 00005B90  | 54: YM2151 (reg: 0xB1, val: 0x01)
13.5360   | 00005B93  | 54: YM2151 (reg: 0xB9, val: 0x01)
13.5360   | 00005B96  | 54: YM2151 (reg: 0xC1, val: 0x00)
13.5360   | 00005B99  | 61: WAIT
13.5360   | 00005B9C  | 54: YM2151 (reg: 0xC9, val: 0x0F)
13.5360   | 00005B9F  | 54: YM2151 (reg: 0xD1, val: 0x0F)
13.5360   | 00005BA2  | 61: WAIT
13.5360   | 00005BA5  | 54: YM2151 (reg: 0xD9, val: 0x0F)
13.5360   | 00005BA8  | 54: YM2151 (reg: 0xE1, val: 0xFF)
13.5360   | 00005BAB  | 61: WAIT
13.5361   | 00005BAE  | 54: YM2151 (reg: 0xE9, val: 0x0F)
13.5361   | 00005BB1  | 54: YM2151 (reg: 0xF1, val: 0x0F)
13.5361   | 00005BB4  | 61: WAIT
13.5361   | 00005BB7  | 54: YM2151 (reg: 0xF9, val: 0x0F)
13.5361   | 00005BBA  | 54: YM2151 (reg: 0x61, val: 0x04)
13.5361   | 00005BBD  | 61: WAIT
13.5361   | 00005BC0  | 54: YM2151 (reg: 0x69, val: 0x1A)
13.5361   | 00005BC3  | 54: YM2151 (reg: 0x71, val: 0x1A)
13.5361   | 00005BC6  | 61: WAIT
13.5361   | 00005BC9  | 54: YM2151 (reg: 0x79, val: 0x1A)
13.5361   | 00005BCC  | 54: YM2151 (reg: 0x29, val: 0x0C)
13.5361   | 00005BCF  | 54: YM2151 (reg: 0x31, val: 0x34)
13.5361   | 00005BD2  | 61: WAIT
13.5361   | 00005BD5  | 54: YM2151 (reg: 0x29, val: 0x09)
13.5361   | 00005BD8  | 54: YM2151 (reg: 0x31, val: 0x14)
13.5361   | 00005BDB  | 54: YM2151 (reg: 0x08, val: 0x01)
13.5361   | 00005BDE  | 61: WAIT
13.5362   | 00005BE1  | 54: YM2151 (reg: 0x08, val: 0x79)
13.5362   | 00005BE4  | 54: YM2151 (reg: 0x69, val: 0x1E)
13.5362   | 00005BE7  | 54: YM2151 (reg: 0x71, val: 0x1E)
13.5362   | 00005BEA  | 61: WAIT
13.5362   | 00005BED  | 54: YM2151 (reg: 0x79, val: 0x1E)
13.5362   | 00005BF0  | 61: WAIT
13.5362   | 00005BF3  | 54: YM2151 (reg: 0x7A, val: 0x1C)
13.5362   | 00005BF6  | 54: YM2151 (reg: 0x2A, val: 0x26)
13.5362   | 00005BF9  | 54: YM2151 (reg: 0x32, val: 0x14)
13.5362   | 00005BFC  | 61: WAIT
13.5606   | 00005BFF  | 61: WAIT
13.5854   | 00005C02  | 61: WAIT
13.5854   | 00005C05  | 54: YM2151 (reg: 0x08, val: 0x01)
13.5854   | 00005C08  | 61: WAIT
13.5854   | 00005C0B  | 54: YM2151 (reg: 0x08, val: 0x02)
13.5854   | 00005C0E  | 61: WAIT
13.6101   | 00005C11  | 61: WAIT
13.6102   | 00005C14  | 61: WAIT
13.6349   | 00005C17  | 54: YM2151 (reg: 0x28, val: 0x41)
13.6349   | 00005C1A  | 54: YM2151 (reg: 0x30, val: 0x34)
13.6349   | 00005C1D  | 61: WAIT
13.6349   | 00005C20  | 54: YM2151 (reg: 0x28, val: 0x46)
13.6349   | 00005C23  | 54: YM2151 (reg: 0x30, val: 0x14)
13.6349   | 00005C26  | 54: YM2151 (reg: 0x08, val: 0x00)
13.6349   | 00005C29  | 61: WAIT
13.6350   | 00005C2C  | 54: YM2151 (reg: 0x08, val: 0x78)
13.6350   | 00005C2F  | 54: YM2151 (reg: 0x68, val: 0x22)
13.6350   | 00005C32  | 61: WAIT
13.6350   | 00005C35  | 54: YM2151 (reg: 0x70, val: 0x22)
13.6350   | 00005C38  | 54: YM2151 (reg: 0x78, val: 0x22)
13.6350   | 00005C3B  | 61: WAIT
13.6350   | 00005C3E  | 54: YM2151 (reg: 0x21, val: 0xED)
13.6350   | 00005C41  | 54: YM2151 (reg: 0x41, val: 0x31)
13.6350   | 00005C44  | 61: WAIT
13.6350   | 00005C47  | 54: YM2151 (reg: 0x49, val: 0x30)
13.6350   | 00005C4A  | 54: YM2151 (reg: 0x51, val: 0x30)
13.6350   | 00005C4D  | 61: WAIT
13.6351   | 00005C50  | 54: YM2151 (reg: 0x59, val: 0x70)
13.6351   | 00005C53  | 54: YM2151 (reg: 0x81, val: 0x1F)
13.6351   | 00005C56  | 61: WAIT
13.6351   | 00005C59  | 54: YM2151 (reg: 0x89, val: 0x1F)
13.6351   | 00005C5C  | 54: YM2151 (reg: 0x91, val: 0x1F)
13.6351   | 00005C5F  | 54: YM2151 (reg: 0x99, val: 0x1F)
13.6351   | 00005C62  | 61: WAIT
13.6351   | 00005C65  | 54: YM2151 (reg: 0xA1, val: 0x14)
13.6351   | 00005C68  | 54: YM2151 (reg: 0xA9, val: 0x01)
13.6351   | 00005C6B  | 61: WAIT
13.6351   | 00005C6E  | 54: YM2151 (reg: 0xB1, val: 0x01)
13.6351   | 00005C71  | 54: YM2151 (reg: 0xB9, val: 0x01)
13.6351   | 00005C74  | 61: WAIT
13.6351   | 00005C77  | 54: YM2151 (reg: 0xC1, val: 0x00)
13.6351   | 00005C7A  | 54: YM2151 (reg: 0xC9, val: 0x0F)
13.6351   | 00005C7D  | 61: WAIT
13.6352   | 00005C80  | 54: YM2151 (reg: 0xD1, val: 0x0F)
13.6352   | 00005C83  | 54: YM2151 (reg: 0xD9, val: 0x0F)
13.6352   | 00005C86  | 54: YM2151 (reg: 0xE1, val: 0xFF)
13.6352   | 00005C89  | 61: WAIT
13.6352   | 00005C8C  | 54: YM2151 (reg: 0xE9, val: 0x0F)
13.6352   | 00005C8F  | 54: YM2151 (reg: 0xF1, val: 0x0F)
13.6352   | 00005C92  | 61: WAIT
13.6352   | 00005C95  | 54: YM2151 (reg: 0xF9, val: 0x0F)
13.6352   | 00005C98  | 54: YM2151 (reg: 0x61, val: 0x04)
13.6352   | 00005C9B  | 61: WAIT
13.6352   | 00005C9E  | 54: YM2151 (reg: 0x69, val: 0x1E)
13.6352   | 00005CA1  | 54: YM2151 (reg: 0x71, val: 0x1E)
13.6352   | 00005CA4  | 61: WAIT
13.6353   | 00005CA7  | 54: YM2151 (reg: 0x79, val: 0x1E)
13.6353   | 00005CAA  | 54: YM2151 (reg: 0x29, val: 0x09)
13.6353   | 00005CAD  | 54: YM2151 (reg: 0x31, val: 0x14)
13.6353   | 00005CB0  | 61: WAIT
13.6353   | 00005CB3  | 54: YM2151 (reg: 0x29, val: 0x09)
13.6353   | 00005CB6  | 54: YM2151 (reg: 0x31, val: 0x14)
13.6353   | 00005CB9  | 54: YM2151 (reg: 0x08, val: 0x01)
13.6353   | 00005CBC  | 61: WAIT
13.6353   | 00005CBF  | 54: YM2151 (reg: 0x08, val: 0x79)
13.6353   | 00005CC2  | 54: YM2151 (reg: 0x69, val: 0x1E)
13.6353   | 00005CC5  | 61: WAIT
13.6353   | 00005CC8  | 54: YM2151 (reg: 0x71, val: 0x1E)
13.6353   | 00005CCB  | 54: YM2151 (reg: 0x79, val: 0x1E)
13.6353   | 00005CCE  | 61: WAIT
13.6354   | 00005CD1  | 54: YM2151 (reg: 0x08, val: 0x02)
13.6354   | 00005CD4  | 54: YM2151 (reg: 0x2C, val: 0x4A)
13.6354   | 00005CD7  | 54: YM2151 (reg: 0x34, val: 0x1C)
13.6354   | 00005CDA  | 61: WAIT
13.6354   | 00005CDD  | 54: YM2151 (reg: 0x2C, val: 0x48)
13.6354   | 00005CE0  | 54: YM2151 (reg: 0x34, val: 0x2C)
13.6354   | 00005CE3  | 54: YM2151 (reg: 0x08, val: 0x04)
13.6354   | 00005CE6  | 61: WAIT
13.6354   | 00005CE9  | 54: YM2151 (reg: 0x08, val: 0x7C)
13.6354   | 00005CEC  | 54: YM2151 (reg: 0x6C, val: 0x2C)
13.6354   | 00005CEF  | 61: WAIT
13.6354   | 00005CF2  | 54: YM2151 (reg: 0x74, val: 0x2C)
13.6354   | 00005CF5  | 54: YM2151 (reg: 0x7C, val: 0x2C)
13.6354   | 00005CF8  | 61: WAIT
13.6354   | 00005CFB  | 54: YM2151 (reg: 0x08, val: 0x05)
13.6354   | 00005CFE  | 54: YM2151 (reg: 0x08, val: 0x06)
13.6354   | 00005D01  | 61: WAIT
13.6597   | 00005D04  | 61: WAIT
13.6597   | 00005D07  | 61: WAIT
13.6845   | 00005D0A  | 61: WAIT
13.7092   | 00005D0D  | 61: WAIT
13.7093   | 00005D10  | 61: WAIT
13.7340   | 00005D13  | 61: WAIT
13.7588   | 00005D16  | 61: WAIT
13.7588   | 00005D19  | 61: WAIT
13.7836   | 00005D1C  | 61: WAIT
13.7836   | 00005D1F  | 54: YM2151 (reg: 0x08, val: 0x01)
13.7836   | 00005D22  | 61: WAIT
13.7836   | 00005D25  | 54: YM2151 (reg: 0x08, val: 0x04)
13.7836   | 00005D28  | 61: WAIT
13.8083   | 00005D2B  | 61: WAIT
13.8331   | 00005D2E  | 61: WAIT
13.8331   | 00005D31  | 54: YM2151 (reg: 0x21, val: 0xFB)
13.8331   | 00005D34  | 61: WAIT
13.8332   | 00005D37  | 54: YM2151 (reg: 0x41, val: 0x0C)
13.8332   | 00005D3A  | 54: YM2151 (reg: 0x49, val: 0x09)
13.8332   | 00005D3D  | 61: WAIT
13.8332   | 00005D40  | 54: YM2151 (reg: 0x51, val: 0x00)
13.8332   | 00005D43  | 54: YM2151 (reg: 0x59, val: 0x03)
13.8332   | 00005D46  | 61: WAIT
13.8332   | 00005D49  | 54: YM2151 (reg: 0x81, val: 0x1F)
13.8332   | 00005D4C  | 54: YM2151 (reg: 0x89, val: 0x1F)
13.8332   | 00005D4F  | 54: YM2151 (reg: 0x91, val: 0x1F)
13.8332   | 00005D52  | 61: WAIT
13.8332   | 00005D55  | 54: YM2151 (reg: 0x99, val: 0x1F)
13.8332   | 00005D58  | 54: YM2151 (reg: 0xA1, val: 0x00)
13.8332   | 00005D5B  | 61: WAIT
13.8332   | 00005D5E  | 54: YM2151 (reg: 0xA9, val: 0x00)
13.8332   | 00005D61  | 54: YM2151 (reg: 0xB1, val: 0x13)
13.8332   | 00005D64  | 61: WAIT
13.8333   | 00005D67  | 54: YM2151 (reg: 0xB9, val: 0x15)
13.8333   | 00005D6A  | 54: YM2151 (reg: 0xC1, val: 0x00)
13.8333   | 00005D6D  | 61: WAIT
13.8333   | 00005D70  | 54: YM2151 (reg: 0xC9, val: 0x00)
13.8333   | 00005D73  | 54: YM2151 (reg: 0xD1, val: 0x04)
13.8333   | 00005D76  | 61: WAIT
13.8333   | 00005D79  | 54: YM2151 (reg: 0xD9, val: 0x10)
13.8333   | 00005D7C  | 54: YM2151 (reg: 0xE1, val: 0x0F)
13.8333   | 00005D7F  | 54: YM2151 (reg: 0xE9, val: 0x0F)
13.8333   | 00005D82  | 61: WAIT
13.8333   | 00005D85  | 54: YM2151 (reg: 0xF1, val: 0x3F)
13.8333   | 00005D88  | 54: YM2151 (reg: 0xF9, val: 0x3F)
13.8333   | 00005D8B  | 61: WAIT
13.8334   | 00005D8E  | 54: YM2151 (reg: 0x61, val: 0x0A)
13.8334   | 00005D91  | 54: YM2151 (reg: 0x69, val: 0x05)
13.8334   | 00005D94  | 61: WAIT
13.8334   | 00005D97  | 54: YM2151 (reg: 0x71, val: 0x19)
13.8334   | 00005D9A  | 54: YM2151 (reg: 0x79, val: 0x1E)
13.8334   | 00005D9D  | 61: WAIT
13.8334   | 00005DA0  | 54: YM2151 (reg: 0x29, val: 0x49)
13.8334   | 00005DA3  | 54: YM2151 (reg: 0x31, val: 0x14)
13.8334   | 00005DA6  | 54: YM2151 (reg: 0x29, val: 0x49)
13.8334   | 00005DA9  | 54: YM2151 (reg: 0x31, val: 0x14)
13.8334   | 00005DAC  | 61: WAIT
13.8334   | 00005DAF  | 54: YM2151 (reg: 0x08, val: 0x01)
13.8334   | 00005DB2  | 54: YM2151 (reg: 0x08, val: 0x79)
13.8334   | 00005DB5  | 61: WAIT
13.8334   | 00005DB8  | 54: YM2151 (reg: 0x79, val: 0x1E)
13.8334   | 00005DBB  | 54: YM2151 (reg: 0x08, val: 0x04)
13.8334   | 00005DBE  | 61: WAIT
13.8579   | 00005DC1  | 61: WAIT
13.8826   | 00005DC4  | 61: WAIT
13.8827   | 00005DC7  | 54: YM2151 (reg: 0x08, val: 0x00)
13.8827   | 00005DCA  | 54: YM2151 (reg: 0x08, val: 0x01)
13.8827   | 00005DCD  | 61: WAIT
13.9074   | 00005DD0  | 61: WAIT
13.9074   | 00005DD3  | 61: WAIT
13.9322   | 00005DD6  | 61: WAIT
13.9322   | 00005DD9  | 54: YM2151 (reg: 0x28, val: 0x46)
13.9322   | 00005DDC  | 54: YM2151 (reg: 0x30, val: 0x14)
13.9322   | 00005DDF  | 54: YM2151 (reg: 0x28, val: 0x44)
13.9322   | 00005DE2  | 54: YM2151 (reg: 0x30, val: 0x0C)
13.9322   | 00005DE5  | 61: WAIT
13.9322   | 00005DE8  | 54: YM2151 (reg: 0x08, val: 0x00)
13.9322   | 00005DEB  | 54: YM2151 (reg: 0x08, val: 0x78)
13.9322   | 00005DEE  | 61: WAIT
13.9322   | 00005DF1  | 54: YM2151 (reg: 0x68, val: 0x22)
13.9322   | 00005DF4  | 54: YM2151 (reg: 0x70, val: 0x22)
13.9322   | 00005DF7  | 61: WAIT
13.9323   | 00005DFA  | 54: YM2151 (reg: 0x78, val: 0x22)
13.9323   | 00005DFD  | 54: YM2151 (reg: 0x21, val: 0xFB)
13.9323   | 00005E00  | 61: WAIT
13.9323   | 00005E03  | 54: YM2151 (reg: 0x41, val: 0x09)
13.9323   | 00005E06  | 54: YM2151 (reg: 0x49, val: 0x09)
13.9323   | 00005E09  | 54: YM2151 (reg: 0x51, val: 0x00)
13.9323   | 00005E0C  | 61: WAIT
13.9323   | 00005E0F  | 54: YM2151 (reg: 0x59, val: 0x03)
13.9323   | 00005E12  | 54: YM2151 (reg: 0x81, val: 0x1F)
13.9323   | 00005E15  | 61: WAIT
13.9323   | 00005E18  | 54: YM2151 (reg: 0x89, val: 0x1F)
13.9323   | 00005E1B  | 54: YM2151 (reg: 0x91, val: 0x1F)
13.9323   | 00005E1E  | 61: WAIT
13.9324   | 00005E21  | 54: YM2151 (reg: 0x99, val: 0x1F)
13.9324   | 00005E24  | 54: YM2151 (reg: 0xA1, val: 0x00)
13.9324   | 00005E27  | 61: WAIT
13.9324   | 00005E2A  | 54: YM2151 (reg: 0xA9, val: 0x00)
13.9324   | 00005E2D  | 54: YM2151 (reg: 0xB1, val: 0x13)
13.9324   | 00005E30  | 61: WAIT
13.9324   | 00005E33  | 54: YM2151 (reg: 0xB9, val: 0x15)
13.9324   | 00005E36  | 54: YM2151 (reg: 0xC1, val: 0x00)
13.9324   | 00005E39  | 54: YM2151 (reg: 0xC9, val: 0x00)
13.9324   | 00005E3C  | 61: WAIT
13.9324   | 00005E3F  | 54: YM2151 (reg: 0xD1, val: 0x04)
13.9324   | 00005E42  | 54: YM2151 (reg: 0xD9, val: 0x0A)
13.9324   | 00005E45  | 61: WAIT
13.9324   | 00005E48  | 54: YM2151 (reg: 0xE1, val: 0x0F)
13.9324   | 00005E4B  | 54: YM2151 (reg: 0xE9, val: 0x0F)
13.9324   | 00005E4E  | 61: WAIT
13.9325   | 00005E51  | 54: YM2151 (reg: 0xF1, val: 0x3F)
13.9325   | 00005E54  | 54: YM2151 (reg: 0xF9, val: 0x3F)
13.9325   | 00005E57  | 61: WAIT
13.9325   | 00005E5A  | 54: YM2151 (reg: 0x61, val: 0x00)
13.9325   | 00005E5D  | 54: YM2151 (reg: 0x69, val: 0x05)
13.9325   | 00005E60  | 61: WAIT
13.9325   | 00005E63  | 54: YM2151 (reg: 0x71, val: 0x19)
13.9325   | 00005E66  | 54: YM2151 (reg: 0x79, val: 0x1E)
13.9325   | 00005E69  | 61: WAIT
13.9325   | 00005E6C  | 54: YM2151 (reg: 0x29, val: 0x49)
13.9325   | 00005E6F  | 54: YM2151 (reg: 0x31, val: 0x14)
13.9325   | 00005E72  | 54: YM2151 (reg: 0x29, val: 0x49)
13.9325   | 00005E75  | 54: YM2151 (reg: 0x31, val: 0x14)
13.9325   | 00005E78  | 61: WAIT
13.9326   | 00005E7B  | 54: YM2151 (reg: 0x08, val: 0x01)
13.9326   | 00005E7E  | 54: YM2151 (reg: 0x08, val: 0x79)
13.9326   | 00005E81  | 61: WAIT
13.9326   | 00005E84  | 54: YM2151 (reg: 0x79, val: 0x1E)
13.9326   | 00005E87  | 54: YM2151 (reg: 0x2C, val: 0x41)
13.9326   | 00005E8A  | 54: YM2151 (reg: 0x34, val: 0x4C)
13.9326   | 00005E8D  | 61: WAIT
13.9326   | 00005E90  | 54: YM2151 (reg: 0x2C, val: 0x46)
13.9326   | 00005E93  | 54: YM2151 (reg: 0x34, val: 0x24)
13.9326   | 00005E96  | 54: YM2151 (reg: 0x08, val: 0x04)
13.9326   | 00005E99  | 61: WAIT
13.9326   | 00005E9C  | 54: YM2151 (reg: 0x08, val: 0x7C)
13.9326   | 00005E9F  | 54: YM2151 (reg: 0x6C, val: 0x2C)
13.9326   | 00005EA2  | 54: YM2151 (reg: 0x74, val: 0x2C)
13.9326   | 00005EA5  | 61: WAIT
13.9327   | 00005EA8  | 54: YM2151 (reg: 0x7C, val: 0x2C)
13.9327   | 00005EAB  | 61: WAIT
13.9327   | 00005EAE  | 54: YM2151 (reg: 0x2D, val: 0x31)
13.9327   | 00005EB1  | 54: YM2151 (reg: 0x35, val: 0x08)
13.9327   | 00005EB4  | 54: YM2151 (reg: 0x2D, val: 0x36)
13.9327   | 00005EB7  | 54: YM2151 (reg: 0x35, val: 0x14)
13.9327   | 00005EBA  | 54: YM2151 (reg: 0x08, val: 0x05)
13.9327   | 00005EBD  | 61: WAIT
13.9327   | 00005EC0  | 54: YM2151 (reg: 0x08, val: 0x7D)
13.9327   | 00005EC3  | 54: YM2151 (reg: 0x65, val: 0x22)
13.9327   | 00005EC6  | 61: WAIT
