--- Parsing VGM: console_player/cache/25_Fanfare.vgm.opm.vgm ---
VGM Version: 0x171
Data Start Offset: 0x100

Offset(h) | Command
000007AE  | 75: WAIT n+1 (val: 6)
000007AF  | 71: WAIT n+1 (val: 2)
000007B0  | 61: WAIT (val: 571)
000007B3  | 74: WAIT n+1 (val: 5)
000007B4  | 75: WAIT n+1 (val: 6)
000007B5  | 71: WAIT n+1 (val: 2)
000007B6  | 61: WAIT (val: 571)
000007B9  | 74: WAIT n+1 (val: 5)
000007BA  | 74: WAIT n+1 (val: 5)
000007BB  | 71: WAIT n+1 (val: 2)
000007BC  | 61: WAIT (val: 573)
000007BF  | 74: WAIT n+1 (val: 5)
000007C0  | 75: WAIT n+1 (val: 6)
000007C1  | 71: WAIT n+1 (val: 2)
000007C2  | 61: WAIT (val: 571)
000007C5  | 74: WAIT n+1 (val: 5)
000007C6  | 74: WAIT n+1 (val: 5)
000007C7  | 70: WAIT n+1 (val: 1)
000007C8  | 61: WAIT (val: 573)
000007CB  | 75: WAIT n+1 (val: 6)
000007CC  | 74: WAIT n+1 (val: 5)
000007CD  | 72: WAIT n+1 (val: 3)
000007CE  | 61: WAIT (val: 571)
000007D1  | 74: WAIT n+1 (val: 5)
000007D2  | 74: WAIT n+1 (val: 5)
000007D3  | 70: WAIT n+1 (val: 1)
000007D4  | 61: WAIT (val: 573)
000007D7  | 74: WAIT n+1 (val: 5)
000007D8  | 75: WAIT n+1 (val: 6)
000007D9  | 71: WAIT n+1 (val: 2)
000007DA  | 61: WAIT (val: 571)
000007DD  | 74: WAIT n+1 (val: 5)
000007DE  | 74: WAIT n+1 (val: 5)
000007DF  | 71: WAIT n+1 (val: 2)
000007E0  | 61: WAIT (val: 573)
000007E3  | 74: WAIT n+1 (val: 5)
000007E4  | 74: WAIT n+1 (val: 5)
000007E5  | 72: WAIT n+1 (val: 3)
000007E6  | 61: WAIT (val: 571)
000007E9  | 74: WAIT n+1 (val: 5)
000007EA  | 74: WAIT n+1 (val: 5)
000007EB  | 70: WAIT n+1 (val: 1)
000007EC  | 61: WAIT (val: 573)
000007EF  | 75: WAIT n+1 (val: 6)
000007F0  | 74: WAIT n+1 (val: 5)
000007F1  | 71: WAIT n+1 (val: 2)
000007F2  | 61: WAIT (val: 572)
000007F5  | 73: WAIT n+1 (val: 4)
000007F6  | 74: WAIT n+1 (val: 5)
000007F7  | 71: WAIT n+1 (val: 2)
000007F8  | 61: WAIT (val: 573)
000007FB  | 74: WAIT n+1 (val: 5)
000007FC  | 75: WAIT n+1 (val: 6)
000007FD  | 71: WAIT n+1 (val: 2)
000007FE  | 61: WAIT (val: 571)
00000801  | 74: WAIT n+1 (val: 5)
00000802  | 74: WAIT n+1 (val: 5)
00000803  | 70: WAIT n+1 (val: 1)
00000804  | 61: WAIT (val: 573)
00000807  | 75: WAIT n+1 (val: 6)
00000808  | 74: WAIT n+1 (val: 5)
00000809  | 72: WAIT n+1 (val: 3)
0000080A  | 61: WAIT (val: 568)
0000080D  | 72: WAIT n+1 (val: 3)
0000080E  | 74: WAIT n+1 (val: 5)
0000080F  | 74: WAIT n+1 (val: 5)
00000810  | 70: WAIT n+1 (val: 1)
00000811  | 61: WAIT (val: 571)
00000814  | 72: WAIT n+1 (val: 3)
00000815  | 74: WAIT n+1 (val: 5)
00000816  | 74: WAIT n+1 (val: 5)
00000817  | 72: WAIT n+1 (val: 3)
00000818  | 61: WAIT (val: 568)
0000081B  | 72: WAIT n+1 (val: 3)
0000081C  | 74: WAIT n+1 (val: 5)
0000081D  | 75: WAIT n+1 (val: 6)
0000081E  | 71: WAIT n+1 (val: 2)
0000081F  | 61: WAIT (val: 568)
00000822  | 72: WAIT n+1 (val: 3)
00000823  | 74: WAIT n+1 (val: 5)
00000824  | 74: WAIT n+1 (val: 5)
00000825  | 70: WAIT n+1 (val: 1)
00000826  | 61: WAIT (val: 571)
00000829  | 72: WAIT n+1 (val: 3)
0000082A  | 74: WAIT n+1 (val: 5)
0000082B  | 74: WAIT n+1 (val: 5)
0000082C  | 72: WAIT n+1 (val: 3)
0000082D  | 61: WAIT (val: 568)
00000830  | 72: WAIT n+1 (val: 3)
00000831  | 74: WAIT n+1 (val: 5)
00000832  | 74: WAIT n+1 (val: 5)
00000833  | 70: WAIT n+1 (val: 1)
00000834  | 61: WAIT (val: 570)
00000837  | 72: WAIT n+1 (val: 3)
00000838  | 75: WAIT n+1 (val: 6)
00000839  | 74: WAIT n+1 (val: 5)
0000083A  | 72: WAIT n+1 (val: 3)
0000083B  | 61: WAIT (val: 568)
0000083E  | 71: WAIT n+1 (val: 2)
0000083F  | 74: WAIT n+1 (val: 5)
00000840  | 74: WAIT n+1 (val: 5)
00000841  | 71: WAIT n+1 (val: 2)
00000842  | 61: WAIT (val: 570)
00000845  | 72: WAIT n+1 (val: 3)
00000846  | 74: WAIT n+1 (val: 5)
00000847  | 75: WAIT n+1 (val: 6)
00000848  | 71: WAIT n+1 (val: 2)
00000849  | 61: WAIT (val: 568)
0000084C  | 72: WAIT n+1 (val: 3)
0000084D  | 74: WAIT n+1 (val: 5)
0000084E  | 74: WAIT n+1 (val: 5)
0000084F  | 70: WAIT n+1 (val: 1)
00000850  | 61: WAIT (val: 571)
00000853  | 72: WAIT n+1 (val: 3)
00000854  | 74: WAIT n+1 (val: 5)
00000855  | 74: WAIT n+1 (val: 5)
00000856  | 72: WAIT n+1 (val: 3)
00000857  | 61: WAIT (val: 568)
0000085A  | 72: WAIT n+1 (val: 3)
0000085B  | 74: WAIT n+1 (val: 5)
0000085C  | 73: WAIT n+1 (val: 4)
0000085D  | 71: WAIT n+1 (val: 2)
0000085E  | 61: WAIT (val: 570)
00000861  | 72: WAIT n+1 (val: 3)
00000862  | 74: WAIT n+1 (val: 5)
00000863  | 75: WAIT n+1 (val: 6)
00000864  | 71: WAIT n+1 (val: 2)
00000865  | 61: WAIT (val: 568)
00000868  | 72: WAIT n+1 (val: 3)
00000869  | 74: WAIT n+1 (val: 5)
0000086A  | 74: WAIT n+1 (val: 5)
0000086B  | 71: WAIT n+1 (val: 2)
0000086C  | 61: WAIT (val: 570)
0000086F  | 72: WAIT n+1 (val: 3)
00000870  | 74: WAIT n+1 (val: 5)
00000871  | 75: WAIT n+1 (val: 6)
00000872  | 71: WAIT n+1 (val: 2)
00000873  | 61: WAIT (val: 568)
00000876  | 72: WAIT n+1 (val: 3)
00000877  | 74: WAIT n+1 (val: 5)
00000878  | 74: WAIT n+1 (val: 5)
00000879  | 70: WAIT n+1 (val: 1)
0000087A  | 61: WAIT (val: 570)
0000087D  | 72: WAIT n+1 (val: 3)
0000087E  | 75: WAIT n+1 (val: 6)
0000087F  | 75: WAIT n+1 (val: 6)
00000880  | 71: WAIT n+1 (val: 2)
00000881  | 61: WAIT (val: 568)
00000884  | 72: WAIT n+1 (val: 3)
00000885  | 74: WAIT n+1 (val: 5)
00000886  | 73: WAIT n+1 (val: 4)
00000887  | 71: WAIT n+1 (val: 2)
00000888  | 61: WAIT (val: 570)
0000088B  | 72: WAIT n+1 (val: 3)
0000088C  | 74: WAIT n+1 (val: 5)
0000088D  | 75: WAIT n+1 (val: 6)
0000088E  | 71: WAIT n+1 (val: 2)
0000088F  | 61: WAIT (val: 568)
00000892  | 72: WAIT n+1 (val: 3)
00000893  | 74: WAIT n+1 (val: 5)
00000894  | 74: WAIT n+1 (val: 5)
00000895  | 70: WAIT n+1 (val: 1)
00000896  | 61: WAIT (val: 571)
00000899  | 72: WAIT n+1 (val: 3)
0000089A  | 74: WAIT n+1 (val: 5)
0000089B  | 74: WAIT n+1 (val: 5)
0000089C  | 72: WAIT n+1 (val: 3)
0000089D  | 61: WAIT (val: 568)
000008A0  | 72: WAIT n+1 (val: 3)
000008A1  | 74: WAIT n+1 (val: 5)
000008A2  | 75: WAIT n+1 (val: 6)
000008A3  | 71: WAIT n+1 (val: 2)
000008A4  | 61: WAIT (val: 568)
000008A7  | 72: WAIT n+1 (val: 3)
000008A8  | 74: WAIT n+1 (val: 5)
000008A9  | 74: WAIT n+1 (val: 5)
000008AA  | 71: WAIT n+1 (val: 2)
000008AB  | 61: WAIT (val: 570)
000008AE  | 72: WAIT n+1 (val: 3)
000008AF  | 74: WAIT n+1 (val: 5)
000008B0  | 75: WAIT n+1 (val: 6)
000008B1  | 71: WAIT n+1 (val: 2)
000008B2  | 61: WAIT (val: 568)
000008B5  | 72: WAIT n+1 (val: 3)
000008B6  | 74: WAIT n+1 (val: 5)
000008B7  | 74: WAIT n+1 (val: 5)
000008B8  | 70: WAIT n+1 (val: 1)
000008B9  | 61: WAIT (val: 570)
000008BC  | 72: WAIT n+1 (val: 3)
000008BD  | 75: WAIT n+1 (val: 6)
000008BE  | 74: WAIT n+1 (val: 5)
000008BF  | 71: WAIT n+1 (val: 2)
000008C0  | 61: WAIT (val: 569)
000008C3  | 72: WAIT n+1 (val: 3)
000008C4  | 73: WAIT n+1 (val: 4)
000008C5  | 74: WAIT n+1 (val: 5)
000008C6  | 71: WAIT n+1 (val: 2)
000008C7  | 61: WAIT (val: 570)
000008CA  | 72: WAIT n+1 (val: 3)
000008CB  | 74: WAIT n+1 (val: 5)
000008CC  | 75: WAIT n+1 (val: 6)
000008CD  | 71: WAIT n+1 (val: 2)
000008CE  | 61: WAIT (val: 568)
000008D1  | 72: WAIT n+1 (val: 3)
000008D2  | 74: WAIT n+1 (val: 5)
000008D3  | 73: WAIT n+1 (val: 4)
000008D4  | 71: WAIT n+1 (val: 2)
000008D5  | 61: WAIT (val: 571)
000008D8  | 71: WAIT n+1 (val: 2)
000008D9  | 75: WAIT n+1 (val: 6)
000008DA  | 74: WAIT n+1 (val: 5)
000008DB  | 71: WAIT n+1 (val: 2)
000008DC  | 61: WAIT (val: 569)
000008DF  | 72: WAIT n+1 (val: 3)
000008E0  | 73: WAIT n+1 (val: 4)
000008E1  | 74: WAIT n+1 (val: 5)
000008E2  | 71: WAIT n+1 (val: 2)
000008E3  | 61: WAIT (val: 570)
000008E6  | 72: WAIT n+1 (val: 3)
000008E7  | 74: WAIT n+1 (val: 5)
000008E8  | 75: WAIT n+1 (val: 6)
000008E9  | 71: WAIT n+1 (val: 2)
000008EA  | 61: WAIT (val: 569)
000008ED  | 71: WAIT n+1 (val: 2)
000008EE  | 74: WAIT n+1 (val: 5)
000008EF  | 74: WAIT n+1 (val: 5)
000008F0  | 70: WAIT n+1 (val: 1)
000008F1  | 61: WAIT (val: 571)
000008F4  | 72: WAIT n+1 (val: 3)
000008F5  | 74: WAIT n+1 (val: 5)
000008F6  | 74: WAIT n+1 (val: 5)
000008F7  | 71: WAIT n+1 (val: 2)
000008F8  | 66: END

--- Parsing complete. ---
